GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,IFC001
"G1901570","2010","2","4","Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Poweshiek County",,8949
"G1901590","2010","2","4","Iowa","19","Ringgold County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ringgold County",,2613
"G1901610","2010","2","4","Iowa","19","Sac County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sac County",,5429
"G1901630","2010","2","4","Iowa","19","Scott County","163",,,,,,,,,,,,,,"19340","99999","999",,,,,,,,,,,,,,"Scott County",,71835
"G1901650","2010","2","4","Iowa","19","Shelby County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Shelby County",,5542
"G1901670","2010","2","4","Iowa","19","Sioux County","167",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sioux County",,12279
"G1901690","2010","2","4","Iowa","19","Story County","169",,,,,,,,,,,,,,"11180","99999","112",,,,,,,,,,,,,,"Story County",,36789
"G1901710","2010","2","4","Iowa","19","Tama County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tama County",,7766
"G1901730","2010","2","4","Iowa","19","Taylor County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Taylor County",,3107
"G1901750","2010","2","4","Iowa","19","Union County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,5937
"G1901770","2010","2","4","Iowa","19","Van Buren County","177",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,3670
"G1901790","2010","2","4","Iowa","19","Wapello County","179",,,,,,,,,,,,,,"36900","99999","999",,,,,,,,,,,,,,"Wapello County",,16098
"G1901810","2010","2","4","Iowa","19","Warren County","181",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Warren County",,18371
"G1901830","2010","2","4","Iowa","19","Washington County","183",,,,,,,,,,,,,,"26980","99999","999",,,,,,,,,,,,,,"Washington County",,9516
"G1901850","2010","2","4","Iowa","19","Wayne County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,3212
"G1901870","2010","2","4","Iowa","19","Webster County","187",,,,,,,,,,,,,,"22700","99999","999",,,,,,,,,,,,,,"Webster County",,17035
"G1901890","2010","2","4","Iowa","19","Winnebago County","189",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winnebago County",,5194
"G1901910","2010","2","4","Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winneshiek County",,8721
"G1901930","2010","2","4","Iowa","19","Woodbury County","193",,,,,,,,,,,,,,"43580","99999","512",,,,,,,,,,,,,,"Woodbury County",,41484
"G1901950","2010","2","4","Iowa","19","Worth County","195",,,,,,,,,,,,,,"32380","99999","999",,,,,,,,,,,,,,"Worth County",,3548
"G1901970","2010","2","4","Iowa","19","Wright County","197",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wright County",,6529
"G2000010","2010","2","4","Kansas","20","Allen County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allen County",,6226
"G2000030","2010","2","4","Kansas","20","Anderson County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Anderson County",,3720
"G2000050","2010","2","4","Kansas","20","Atchison County","005",,,,,,,,,,,,,,"11860","99999","312",,,,,,,,,,,,,,"Atchison County",,6990
"G2000070","2010","2","4","Kansas","20","Barber County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barber County",,2765
"G2000090","2010","2","4","Kansas","20","Barton County","009",,,,,,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Barton County",,12696
"G2000110","2010","2","4","Kansas","20","Bourbon County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bourbon County",,7167
"G2000130","2010","2","4","Kansas","20","Brown County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brown County",,4779
"G2000150","2010","2","4","Kansas","20","Butler County","015",,,,,,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Butler County",,26058
"G2000170","2010","2","4","Kansas","20","Chase County","017",,,,,,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Chase County",,1503
"G2000190","2010","2","4","Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chautauqua County",,2150
"G2000210","2010","2","4","Kansas","20","Cherokee County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,9890
"G2000230","2010","2","4","Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,1518
"G2000250","2010","2","4","Kansas","20","Clark County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clark County",,1135
"G2000270","2010","2","4","Kansas","20","Clay County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,4042
"G2000290","2010","2","4","Kansas","20","Cloud County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cloud County",,4659
"G2000310","2010","2","4","Kansas","20","Coffey County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coffey County",,3964
"G2000330","2010","2","4","Kansas","20","Comanche County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Comanche County",,1044
"G2000350","2010","2","4","Kansas","20","Cowley County","035",,,,,,,,,,,,,,"49060","99999","556",,,,,,,,,,,,,,"Cowley County",,16030
"G2000370","2010","2","4","Kansas","20","Crawford County","037",,,,,,,,,,,,,,"38260","99999","999",,,,,,,,,,,,,,"Crawford County",,17801
"G2000390","2010","2","4","Kansas","20","Decatur County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Decatur County",,1818
"G2000410","2010","2","4","Kansas","20","Dickinson County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickinson County",,8972
"G2000430","2010","2","4","Kansas","20","Doniphan County","043",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Doniphan County",,3576
"G2000450","2010","2","4","Kansas","20","Douglas County","045",,,,,,,,,,,,,,"29940","99999","999",,,,,,,,,,,,,,"Douglas County",,46731
"G2000470","2010","2","4","Kansas","20","Edwards County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Edwards County",,1636
"G2000490","2010","2","4","Kansas","20","Elk County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Elk County",,1760
"G2000510","2010","2","4","Kansas","20","Ellis County","051",,,,,,,,,,,,,,"25700","99999","999",,,,,,,,,,,,,,"Ellis County",,12872
"G2000530","2010","2","4","Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ellsworth County",,3239
"G2000550","2010","2","4","Kansas","20","Finney County","055",,,,,,,,,,,,,,"23780","99999","999",,,,,,,,,,,,,,"Finney County",,13276
"G2000570","2010","2","4","Kansas","20","Ford County","057",,,,,,,,,,,,,,"19980","99999","999",,,,,,,,,,,,,,"Ford County",,12005
"G2000590","2010","2","4","Kansas","20","Franklin County","059",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Franklin County",,11147
"G2000610","2010","2","4","Kansas","20","Geary County","061",,,,,,,,,,,,,,"31740","99999","999",,,,,,,,,,,,,,"Geary County",,14517
"G2000630","2010","2","4","Kansas","20","Gove County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gove County",,1373
"G2000650","2010","2","4","Kansas","20","Graham County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Graham County",,1484
"G2000670","2010","2","4","Kansas","20","Grant County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grant County",,2945
"G2000690","2010","2","4","Kansas","20","Gray County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gray County",,2340
"G2000710","2010","2","4","Kansas","20","Greeley County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greeley County",,629
"G2000730","2010","2","4","Kansas","20","Greenwood County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greenwood County",,4068
"G2000750","2010","2","4","Kansas","20","Hamilton County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,1236
"G2000770","2010","2","4","Kansas","20","Harper County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harper County",,3116
"G2000790","2010","2","4","Kansas","20","Harvey County","079",,,,,,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Harvey County",,14527
"G2000810","2010","2","4","Kansas","20","Haskell County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Haskell County",,1666
"G2000830","2010","2","4","Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hodgeman County",,973
"G2000850","2010","2","4","Kansas","20","Jackson County","085",,,,,,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Jackson County",,5779
"G2000870","2010","2","4","Kansas","20","Jefferson County","087",,,,,,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Jefferson County",,8160
"G2000890","2010","2","4","Kansas","20","Jewell County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jewell County",,2032
"G2000910","2010","2","4","Kansas","20","Johnson County","091",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Johnson County",,226571
"G2000930","2010","2","4","Kansas","20","Kearny County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kearny County",,1556
"G2000950","2010","2","4","Kansas","20","Kingman County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kingman County",,3818
"G2000970","2010","2","4","Kansas","20","Kiowa County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kiowa County",,1220
"G2000990","2010","2","4","Kansas","20","Labette County","099",,,,,,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Labette County",,10092
"G2001010","2010","2","4","Kansas","20","Lane County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lane County",,990
"G2001030","2010","2","4","Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Leavenworth County",,28697
"G2001050","2010","2","4","Kansas","20","Lincoln County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,1864
"G2001070","2010","2","4","Kansas","20","Linn County","107",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Linn County",,5446
"G2001090","2010","2","4","Kansas","20","Logan County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,1441
"G2001110","2010","2","4","Kansas","20","Lyon County","111",,,,,,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Lyon County",,15237
"G2001130","2010","2","4","Kansas","20","McPherson County","113",,,,,,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"McPherson County",,12721
"G2001150","2010","2","4","Kansas","20","Marion County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,5946
"G2001170","2010","2","4","Kansas","20","Marshall County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,4866
"G2001190","2010","2","4","Kansas","20","Meade County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meade County",,1998
"G2001210","2010","2","4","Kansas","20","Miami County","121",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Miami County",,13190
"G2001230","2010","2","4","Kansas","20","Mitchell County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mitchell County",,3296
"G2001250","2010","2","4","Kansas","20","Montgomery County","125",,,,,,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Montgomery County",,16578
"G2001270","2010","2","4","Kansas","20","Morris County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morris County",,3206
"G2001290","2010","2","4","Kansas","20","Morton County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morton County",,1467
"G2001310","2010","2","4","Kansas","20","Nemaha County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nemaha County",,4562
"G2001330","2010","2","4","Kansas","20","Neosho County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Neosho County",,7513
"G2001350","2010","2","4","Kansas","20","Ness County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ness County",,1740
"G2001370","2010","2","4","Kansas","20","Norton County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Norton County",,2542
"G2001390","2010","2","4","Kansas","20","Osage County","139",,,,,,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Osage County",,7503
"G2001410","2010","2","4","Kansas","20","Osborne County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Osborne County",,2206
"G2001430","2010","2","4","Kansas","20","Ottawa County","143",,,,,,,,,,,,,,"41460","99999","999",,,,,,,,,,,,,,"Ottawa County",,2779
"G2001450","2010","2","4","Kansas","20","Pawnee County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pawnee County",,3152
"G2001470","2010","2","4","Kansas","20","Phillips County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Phillips County",,3049
"G2001490","2010","2","4","Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,"31740","99999","999",,,,,,,,,,,,,,"Pottawatomie County",,8626
"G2001510","2010","2","4","Kansas","20","Pratt County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pratt County",,4514
"G2001530","2010","2","4","Kansas","20","Rawlins County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rawlins County",,1458
"G2001550","2010","2","4","Kansas","20","Reno County","155",,,,,,,,,,,,,,"26740","99999","999",,,,,,,,,,,,,,"Reno County",,28274
"G2001570","2010","2","4","Kansas","20","Republic County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Republic County",,2877
"G2001590","2010","2","4","Kansas","20","Rice County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rice County",,4548
"G2001610","2010","2","4","Kansas","20","Riley County","161",,,,,,,,,,,,,,"31740","99999","999",,,,,,,,,,,,,,"Riley County",,28212
"G2001630","2010","2","4","Kansas","20","Rooks County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rooks County",,2768
"G2001650","2010","2","4","Kansas","20","Rush County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rush County",,1869
"G2001670","2010","2","4","Kansas","20","Russell County","167",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Russell County",,3910
"G2001690","2010","2","4","Kansas","20","Saline County","169",,,,,,,,,,,,,,"41460","99999","999",,,,,,,,,,,,,,"Saline County",,24101
"G2001710","2010","2","4","Kansas","20","Scott County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,2193
"G2001730","2010","2","4","Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Sedgwick County",,211593
"G2001750","2010","2","4","Kansas","20","Seward County","175",,,,,,,,,,,,,,"30580","99999","999",,,,,,,,,,,,,,"Seward County",,8061
"G2001770","2010","2","4","Kansas","20","Shawnee County","177",,,,,,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Shawnee County",,79140
"G2001790","2010","2","4","Kansas","20","Sheridan County","179",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sheridan County",,1265
"G2001810","2010","2","4","Kansas","20","Sherman County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sherman County",,3148
"G2001830","2010","2","4","Kansas","20","Smith County","183",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Smith County",,2232
"G2001850","2010","2","4","Kansas","20","Stafford County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stafford County",,2319
"G2001870","2010","2","4","Kansas","20","Stanton County","187",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stanton County",,990
"G2001890","2010","2","4","Kansas","20","Stevens County","189",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stevens County",,2306
"G2001910","2010","2","4","Kansas","20","Sumner County","191",,,,,,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Sumner County",,10865
"G2001930","2010","2","4","Kansas","20","Thomas County","193",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thomas County",,3536
"G2001950","2010","2","4","Kansas","20","Trego County","195",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Trego County",,1682
"G2001970","2010","2","4","Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Wabaunsee County",,3227
"G2001990","2010","2","4","Kansas","20","Wallace County","199",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wallace County",,781
"G2002010","2010","2","4","Kansas","20","Washington County","201",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,2955
"G2002030","2010","2","4","Kansas","20","Wichita County","203",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wichita County",,1054
"G2002050","2010","2","4","Kansas","20","Wilson County","205",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wilson County",,4682
"G2002070","2010","2","4","Kansas","20","Woodson County","207",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodson County",,2022
"G2002090","2010","2","4","Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Wyandotte County",,66747
"G2100010","2010","3","6","Kentucky","21","Adair County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adair County",,8568
"G2100030","2010","3","6","Kentucky","21","Allen County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allen County",,9307
"G2100050","2010","3","6","Kentucky","21","Anderson County","005",,,,,,,,,,,,,,"23180","99999","336",,,,,,,,,,,,,,"Anderson County",,9127
"G2100070","2010","3","6","Kentucky","21","Ballard County","007",,,,,,,,,,,,,,"37140","99999","424",,,,,,,,,,,,,,"Ballard County",,3885
"G2100090","2010","3","6","Kentucky","21","Barren County","009",,,,,,,,,,,,,,"23980","99999","999",,,,,,,,,,,,,,"Barren County",,19188
"G2100110","2010","3","6","Kentucky","21","Bath County","011",,,,,,,,,,,,,,"34460","99999","336",,,,,,,,,,,,,,"Bath County",,5405
"G2100130","2010","3","6","Kentucky","21","Bell County","013",,,,,,,,,,,,,,"33180","99999","999",,,,,,,,,,,,,,"Bell County",,13154
"G2100150","2010","3","6","Kentucky","21","Boone County","015",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Boone County",,46154
"G2100170","2010","3","6","Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Bourbon County",,8927
"G2100190","2010","3","6","Kentucky","21","Boyd County","019",,,,,,,,,,,,,,"26580","99999","999",,,,,,,,,,,,,,"Boyd County",,21803
"G2100210","2010","3","6","Kentucky","21","Boyle County","021",,,,,,,,,,,,,,"19220","99999","999",,,,,,,,,,,,,,"Boyle County",,12312
"G2100230","2010","3","6","Kentucky","21","Bracken County","023",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Bracken County",,3840
"G2100250","2010","3","6","Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Breathitt County",,6231
"G2100270","2010","3","6","Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Breckinridge County",,10630
"G2100290","2010","3","6","Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Bullitt County",,29318
"G2100310","2010","3","6","Kentucky","21","Butler County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Butler County",,5877
"G2100330","2010","3","6","Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caldwell County",,6292
"G2100350","2010","3","6","Kentucky","21","Calloway County","035",,,,,,,,,,,,,,"34660","99999","999",,,,,,,,,,,,,,"Calloway County",,18065
"G2100370","2010","3","6","Kentucky","21","Campbell County","037",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Campbell County",,39523
"G2100390","2010","3","6","Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carlisle County",,2441
"G2100410","2010","3","6","Kentucky","21","Carroll County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,4696
"G2100430","2010","3","6","Kentucky","21","Carter County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carter County",,12311
"G2100450","2010","3","6","Kentucky","21","Casey County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Casey County",,7487
"G2100470","2010","3","6","Kentucky","21","Christian County","047",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Christian County",,29459
"G2100490","2010","3","6","Kentucky","21","Clark County","049",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Clark County",,15706
"G2100510","2010","3","6","Kentucky","21","Clay County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,8875
"G2100530","2010","3","6","Kentucky","21","Clinton County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clinton County",,5311
"G2100550","2010","3","6","Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crittenden County",,4569
"G2100570","2010","3","6","Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cumberland County",,3690
"G2100590","2010","3","6","Kentucky","21","Daviess County","059",,,,,,,,,,,,,,"36980","99999","999",,,,,,,,,,,,,,"Daviess County",,41452
"G2100610","2010","3","6","Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,"14540","99999","999",,,,,,,,,,,,,,"Edmonson County",,6467
"G2100630","2010","3","6","Kentucky","21","Elliott County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Elliott County",,3371
"G2100650","2010","3","6","Kentucky","21","Estill County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Estill County",,6865
"G2100670","2010","3","6","Kentucky","21","Fayette County","067",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Fayette County",,135160
"G2100690","2010","3","6","Kentucky","21","Fleming County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fleming County",,6623
"G2100710","2010","3","6","Kentucky","21","Floyd County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Floyd County",,18175
"G2100730","2010","3","6","Kentucky","21","Franklin County","073",,,,,,,,,,,,,,"23180","99999","336",,,,,,,,,,,,,,"Franklin County",,23164
"G2100750","2010","3","6","Kentucky","21","Fulton County","075",,,,,,,,,,,,,,"46460","99999","542",,,,,,,,,,,,,,"Fulton County",,3372
"G2100770","2010","3","6","Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Gallatin County",,3786
"G2100790","2010","3","6","Kentucky","21","Garrard County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garrard County",,7463
"G2100810","2010","3","6","Kentucky","21","Grant County","081",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Grant County",,9942
"G2100830","2010","3","6","Kentucky","21","Graves County","083",,,,,,,,,,,,,,"32460","99999","424",,,,,,,,,,,,,,"Graves County",,16777
"G2100850","2010","3","6","Kentucky","21","Grayson County","085",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grayson County",,13561
"G2100870","2010","3","6","Kentucky","21","Green County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Green County",,5324
"G2100890","2010","3","6","Kentucky","21","Greenup County","089",,,,,,,,,,,,,,"26580","99999","999",,,,,,,,,,,,,,"Greenup County",,16330
"G2100910","2010","3","6","Kentucky","21","Hancock County","091",,,,,,,,,,,,,,"36980","99999","999",,,,,,,,,,,,,,"Hancock County",,3734
"G2100930","2010","3","6","Kentucky","21","Hardin County","093",,,,,,,,,,,,,,"21060","99999","350",,,,,,,,,,,,,,"Hardin County",,43261
"G2100950","2010","3","6","Kentucky","21","Harlan County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harlan County",,13513
"G2100970","2010","3","6","Kentucky","21","Harrison County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harrison County",,8208
"G2100990","2010","3","6","Kentucky","21","Hart County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hart County",,8559
"G2101010","2010","3","6","Kentucky","21","Henderson County","101",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Henderson County",,20320
"G2101030","2010","3","6","Kentucky","21","Henry County","103",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Henry County",,6640
"G2101050","2010","3","6","Kentucky","21","Hickman County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hickman County",,2342
"G2101070","2010","3","6","Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,"31580","99999","999",,,,,,,,,,,,,,"Hopkins County",,21180
"G2101090","2010","3","6","Kentucky","21","Jackson County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,6523
"G2101110","2010","3","6","Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Jefferson County",,337616
"G2101130","2010","3","6","Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Jessamine County",,19331
"G2101150","2010","3","6","Kentucky","21","Johnson County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,10624
"G2101170","2010","3","6","Kentucky","21","Kenton County","117",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Kenton County",,68975
