GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,IFC001
"G4601370","2010","2","4","South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ziebach County",,987
"G4700010","2010","3","6","Tennessee","47","Anderson County","001",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Anderson County",,34717
"G4700030","2010","3","6","Tennessee","47","Bedford County","003",,,,,,,,,,,,,,"43180","99999","999",,,,,,,,,,,,,,"Bedford County",,18360
"G4700050","2010","3","6","Tennessee","47","Benton County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,8975
"G4700070","2010","3","6","Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bledsoe County",,5718
"G4700090","2010","3","6","Tennessee","47","Blount County","009",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Blount County",,55266
"G4700110","2010","3","6","Tennessee","47","Bradley County","011",,,,,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,,,"Bradley County",,41395
"G4700130","2010","3","6","Tennessee","47","Campbell County","013",,,,,,,,,,,,,,"29220","99999","314",,,,,,,,,,,,,,"Campbell County",,19966
"G4700150","2010","3","6","Tennessee","47","Cannon County","015",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Cannon County",,6037
"G4700170","2010","3","6","Tennessee","47","Carroll County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,13184
"G4700190","2010","3","6","Tennessee","47","Carter County","019",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Carter County",,27746
"G4700210","2010","3","6","Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Cheatham County",,15663
"G4700230","2010","3","6","Tennessee","47","Chester County","023",,,,,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,,,"Chester County",,6980
"G4700250","2010","3","6","Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Claiborne County",,14859
"G4700270","2010","3","6","Tennessee","47","Clay County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,4282
"G4700290","2010","3","6","Tennessee","47","Cocke County","029",,,,,,,,,,,,,,"35460","99999","314",,,,,,,,,,,,,,"Cocke County",,17459
"G4700310","2010","3","6","Tennessee","47","Coffee County","031",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Coffee County",,23434
"G4700330","2010","3","6","Tennessee","47","Crockett County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crockett County",,6425
"G4700350","2010","3","6","Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,"18900","99999","999",,,,,,,,,,,,,,"Cumberland County",,28151
"G4700370","2010","3","6","Tennessee","47","Davidson County","037",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Davidson County",,283978
"G4700390","2010","3","6","Tennessee","47","Decatur County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Decatur County",,6873
"G4700410","2010","3","6","Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"DeKalb County",,9405
"G4700430","2010","3","6","Tennessee","47","Dickson County","043",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Dickson County",,20820
"G4700450","2010","3","6","Tennessee","47","Dyer County","045",,,,,,,,,,,,,,"20540","99999","999",,,,,,,,,,,,,,"Dyer County",,16703
"G4700470","2010","3","6","Tennessee","47","Fayette County","047",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Fayette County",,15669
"G4700490","2010","3","6","Tennessee","47","Fentress County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fentress County",,8961
"G4700510","2010","3","6","Tennessee","47","Franklin County","051",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Franklin County",,18697
"G4700530","2010","3","6","Tennessee","47","Gibson County","053",,,,,,,,,,,,,,"26480","99999","297",,,,,,,,,,,,,,"Gibson County",,21999
"G4700550","2010","3","6","Tennessee","47","Giles County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Giles County",,13844
"G4700570","2010","3","6","Tennessee","47","Grainger County","057",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Grainger County",,10894
"G4700590","2010","3","6","Tennessee","47","Greene County","059",,,,,,,,,,,,,,"24620","99999","999",,,,,,,,,,,,,,"Greene County",,32025
"G4700610","2010","3","6","Tennessee","47","Grundy County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grundy County",,6397
"G4700630","2010","3","6","Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Hamblen County",,26963
"G4700650","2010","3","6","Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Hamilton County",,151107
"G4700670","2010","3","6","Tennessee","47","Hancock County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hancock County",,3624
"G4700690","2010","3","6","Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardeman County",,10851
"G4700710","2010","3","6","Tennessee","47","Hardin County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardin County",,13946
"G4700730","2010","3","6","Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Hawkins County",,26870
"G4700750","2010","3","6","Tennessee","47","Haywood County","075",,,,,,,,,,,,,,"15140","99999","999",,,,,,,,,,,,,,"Haywood County",,8315
"G4700770","2010","3","6","Tennessee","47","Henderson County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Henderson County",,12776
"G4700790","2010","3","6","Tennessee","47","Henry County","079",,,,,,,,,,,,,,"37540","99999","999",,,,,,,,,,,,,,"Henry County",,17054
"G4700810","2010","3","6","Tennessee","47","Hickman County","081",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Hickman County",,10311
"G4700830","2010","3","6","Tennessee","47","Houston County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Houston County",,4188
"G4700850","2010","3","6","Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humphreys County",,8865
"G4700870","2010","3","6","Tennessee","47","Jackson County","087",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Jackson County",,5843
"G4700890","2010","3","6","Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Jefferson County",,23499
"G4700910","2010","3","6","Tennessee","47","Johnson County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,8956
"G4700930","2010","3","6","Tennessee","47","Knox County","093",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Knox County",,194949
"G4700950","2010","3","6","Tennessee","47","Lake County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake County",,2598
"G4700970","2010","3","6","Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lauderdale County",,11256
"G4700990","2010","3","6","Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,"29980","99999","999",,,,,,,,,,,,,,"Lawrence County",,18177
"G4701010","2010","3","6","Tennessee","47","Lewis County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lewis County",,5470
"G4701030","2010","3","6","Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,15241
"G4701050","2010","3","6","Tennessee","47","Loudon County","105",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Loudon County",,21725
"G4701070","2010","3","6","Tennessee","47","McMinn County","107",,,,,,,,,,,,,,"11940","99999","174",,,,,,,,,,,,,,"McMinn County",,23341
"G4701090","2010","3","6","Tennessee","47","McNairy County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McNairy County",,11933
"G4701110","2010","3","6","Tennessee","47","Macon County","111",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Macon County",,9861
"G4701130","2010","3","6","Tennessee","47","Madison County","113",,,,,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,,,"Madison County",,41877
"G4701150","2010","3","6","Tennessee","47","Marion County","115",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Marion County",,12954
"G4701170","2010","3","6","Tennessee","47","Marshall County","117",,,,,,,,,,,,,,"30280","99999","999",,,,,,,,,,,,,,"Marshall County",,13119
"G4701190","2010","3","6","Tennessee","47","Maury County","119",,,,,,,,,,,,,,"17940","99999","400",,,,,,,,,,,,,,"Maury County",,35254
"G4701210","2010","3","6","Tennessee","47","Meigs County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meigs County",,5628
"G4701230","2010","3","6","Tennessee","47","Monroe County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,20787
"G4701250","2010","3","6","Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Montgomery County",,70098
"G4701270","2010","3","6","Tennessee","47","Moore County","127",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Moore County",,2915
"G4701290","2010","3","6","Tennessee","47","Morgan County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morgan County",,8920
"G4701310","2010","3","6","Tennessee","47","Obion County","131",,,,,,,,,,,,,,"46460","99999","542",,,,,,,,,,,,,,"Obion County",,14659
"G4701330","2010","3","6","Tennessee","47","Overton County","133",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Overton County",,10295
"G4701350","2010","3","6","Tennessee","47","Perry County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,4599
"G4701370","2010","3","6","Tennessee","47","Pickett County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pickett County",,3462
"G4701390","2010","3","6","Tennessee","47","Polk County","139",,,,,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,,,"Polk County",,7991
"G4701410","2010","3","6","Tennessee","47","Putnam County","141",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Putnam County",,31882
"G4701430","2010","3","6","Tennessee","47","Rhea County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rhea County",,14365
"G4701450","2010","3","6","Tennessee","47","Roane County","145",,,,,,,,,,,,,,"25340","99999","314",,,,,,,,,,,,,,"Roane County",,25716
"G4701470","2010","3","6","Tennessee","47","Robertson County","147",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Robertson County",,26086
"G4701490","2010","3","6","Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Rutherford County",,102968
"G4701510","2010","3","6","Tennessee","47","Scott County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,9910
"G4701530","2010","3","6","Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Sequatchie County",,6368
"G4701550","2010","3","6","Tennessee","47","Sevier County","155",,,,,,,,,,,,,,"42940","99999","314",,,,,,,,,,,,,,"Sevier County",,55918
"G4701570","2010","3","6","Tennessee","47","Shelby County","157",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Shelby County",,398274
"G4701590","2010","3","6","Tennessee","47","Smith County","159",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Smith County",,8529
"G4701610","2010","3","6","Tennessee","47","Stewart County","161",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Stewart County",,6778
"G4701630","2010","3","6","Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Sullivan County",,73760
"G4701650","2010","3","6","Tennessee","47","Sumner County","165",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Sumner County",,65968
"G4701670","2010","3","6","Tennessee","47","Tipton County","167",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tipton County",,23199
"G4701690","2010","3","6","Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Trousdale County",,3368
"G4701710","2010","3","6","Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Unicoi County",,8830
"G4701730","2010","3","6","Tennessee","47","Union County","173",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Union County",,8958
"G4701750","2010","3","6","Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,2663
"G4701770","2010","3","6","Tennessee","47","Warren County","177",,,,,,,,,,,,,,"32660","99999","999",,,,,,,,,,,,,,"Warren County",,17821
"G4701790","2010","3","6","Tennessee","47","Washington County","179",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Washington County",,57254
"G4701810","2010","3","6","Tennessee","47","Wayne County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,7287
"G4701830","2010","3","6","Tennessee","47","Weakley County","183",,,,,,,,,,,,,,"32280","99999","542",,,,,,,,,,,,,,"Weakley County",,15495
"G4701850","2010","3","6","Tennessee","47","White County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,11511
"G4701870","2010","3","6","Tennessee","47","Williamson County","187",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Williamson County",,68498
"G4701890","2010","3","6","Tennessee","47","Wilson County","189",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Wilson County",,45568
"G4800010","2010","3","7","Texas","48","Anderson County","001",,,,,,,,,,,,,,"37300","99999","999",,,,,,,,,,,,,,"Anderson County",,20116
"G4800030","2010","3","7","Texas","48","Andrews County","003",,,,,,,,,,,,,,"11380","99999","999",,,,,,,,,,,,,,"Andrews County",,5814
"G4800050","2010","3","7","Texas","48","Angelina County","005",,,,,,,,,,,,,,"31260","99999","999",,,,,,,,,,,,,,"Angelina County",,35589
"G4800070","2010","3","7","Texas","48","Aransas County","007",,,,,,,,,,,,,,"18580","99999","204",,,,,,,,,,,,,,"Aransas County",,15355
"G4800090","2010","3","7","Texas","48","Archer County","009",,,,,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,,,"Archer County",,4107
"G4800110","2010","3","7","Texas","48","Armstrong County","011",,,,,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,,,"Armstrong County",,904
"G4800130","2010","3","7","Texas","48","Atascosa County","013",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Atascosa County",,17631
"G4800150","2010","3","7","Texas","48","Austin County","015",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Austin County",,12926
"G4800170","2010","3","7","Texas","48","Bailey County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bailey County",,2784
"G4800190","2010","3","7","Texas","48","Bandera County","019",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bandera County",,11561
"G4800210","2010","3","7","Texas","48","Bastrop County","021",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Bastrop County",,29316
"G4800230","2010","3","7","Texas","48","Baylor County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baylor County",,2665
"G4800250","2010","3","7","Texas","48","Bee County","025",,,,,,,,,,,,,,"13300","99999","999",,,,,,,,,,,,,,"Bee County",,10649
"G4800270","2010","3","7","Texas","48","Bell County","027",,,,,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,,,"Bell County",,125470
"G4800290","2010","3","7","Texas","48","Bexar County","029",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bexar County",,662872
"G4800310","2010","3","7","Texas","48","Blanco County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Blanco County",,5532
"G4800330","2010","3","7","Texas","48","Borden County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Borden County",,385
"G4800350","2010","3","7","Texas","48","Bosque County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bosque County",,9623
"G4800370","2010","3","7","Texas","48","Bowie County","037",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Bowie County",,38493
"G4800390","2010","3","7","Texas","48","Brazoria County","039",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Brazoria County",,118336
"G4800410","2010","3","7","Texas","48","Brazos County","041",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Brazos County",,77700
"G4800430","2010","3","7","Texas","48","Brewster County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brewster County",,5383
"G4800450","2010","3","7","Texas","48","Briscoe County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Briscoe County",,953
"G4800470","2010","3","7","Texas","48","Brooks County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brooks County",,3239
"G4800490","2010","3","7","Texas","48","Brown County","049",,,,,,,,,,,,,,"15220","99999","999",,,,,,,,,,,,,,"Brown County",,18287
"G4800510","2010","3","7","Texas","48","Burleson County","051",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Burleson County",,8832
"G4800530","2010","3","7","Texas","48","Burnet County","053",,,,,,,,,,,,,,"31920","99999","126",,,,,,,,,,,,,,"Burnet County",,20870
"G4800550","2010","3","7","Texas","48","Caldwell County","055",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Caldwell County",,13759
"G4800570","2010","3","7","Texas","48","Calhoun County","057",,,,,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,,,"Calhoun County",,11410
"G4800590","2010","3","7","Texas","48","Callahan County","059",,,,,,,,,,,,,,"10180","99999","999",,,,,,,,,,,,,,"Callahan County",,6549
"G4800610","2010","3","7","Texas","48","Cameron County","061",,,,,,,,,,,,,,"15180","99999","154",,,,,,,,,,,,,,"Cameron County",,141924
"G4800630","2010","3","7","Texas","48","Camp County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Camp County",,5656
"G4800650","2010","3","7","Texas","48","Carson County","065",,,,,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,,,"Carson County",,2784
"G4800670","2010","3","7","Texas","48","Cass County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cass County",,14379
"G4800690","2010","3","7","Texas","48","Castro County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Castro County",,3166
"G4800710","2010","3","7","Texas","48","Chambers County","071",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Chambers County",,13291
"G4800730","2010","3","7","Texas","48","Cherokee County","073",,,,,,,,,,,,,,"27380","99999","540",,,,,,,,,,,,,,"Cherokee County",,20859
"G4800750","2010","3","7","Texas","48","Childress County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Childress County",,2883
"G4800770","2010","3","7","Texas","48","Clay County","077",,,,,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,,,"Clay County",,5150
"G4800790","2010","3","7","Texas","48","Cochran County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cochran County",,1360
"G4800810","2010","3","7","Texas","48","Coke County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coke County",,2667
"G4800830","2010","3","7","Texas","48","Coleman County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coleman County",,5543
"G4800850","2010","3","7","Texas","48","Collin County","085",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Collin County",,300960
"G4800870","2010","3","7","Texas","48","Collingsworth County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Collingsworth County",,1616
"G4800890","2010","3","7","Texas","48","Colorado County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colorado County",,10527
"G4800910","2010","3","7","Texas","48","Comal County","091",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Comal County",,47108
"G4800930","2010","3","7","Texas","48","Comanche County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Comanche County",,7223
"G4800950","2010","3","7","Texas","48","Concho County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Concho County",,1637
"G4800970","2010","3","7","Texas","48","Cooke County","097",,,,,,,,,,,,,,"23620","99999","206",,,,,,,,,,,,,,"Cooke County",,16606
"G4800990","2010","3","7","Texas","48","Coryell County","099",,,,,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,,,"Coryell County",,25178
"G4801010","2010","3","7","Texas","48","Cottle County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cottle County",,968
"G4801030","2010","3","7","Texas","48","Crane County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crane County",,1632
"G4801050","2010","3","7","Texas","48","Crockett County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crockett County",,1866
"G4801070","2010","3","7","Texas","48","Crosby County","107",,,,,,,,,,,,,,"31180","99999","352",,,,,,,,,,,,,,"Crosby County",,2902
"G4801090","2010","3","7","Texas","48","Culberson County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Culberson County",,1137
"G4801110","2010","3","7","Texas","48","Dallam County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dallam County",,2827
"G4801130","2010","3","7","Texas","48","Dallas County","113",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Dallas County",,943257
"G4801150","2010","3","7","Texas","48","Dawson County","115",,,,,,,,,,,,,,"29500","99999","999",,,,,,,,,,,,,,"Dawson County",,5220
"G4801170","2010","3","7","Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,"25820","99999","999",,,,,,,,,,,,,,"Deaf Smith County",,7077
"G4801190","2010","3","7","Texas","48","Delta County","119",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Delta County",,2458
"G4801210","2010","3","7","Texas","48","Denton County","121",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Denton County",,256139
"G4801230","2010","3","7","Texas","48","DeWitt County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"DeWitt County",,9176
"G4801250","2010","3","7","Texas","48","Dickens County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickens County",,1282
"G4801270","2010","3","7","Texas","48","Dimmit County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dimmit County",,4350
"G4801290","2010","3","7","Texas","48","Donley County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Donley County",,2142
"G4801310","2010","3","7","Texas","48","Duval County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Duval County",,5523
"G4801330","2010","3","7","Texas","48","Eastland County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Eastland County",,10258
"G4801350","2010","3","7","Texas","48","Ector County","135",,,,,,,,,,,,,,"36220","99999","372",,,,,,,,,,,,,,"Ector County",,53027
"G4801370","2010","3","7","Texas","48","Edwards County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Edwards County",,1606
"G4801390","2010","3","7","Texas","48","Ellis County","139",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Ellis County",,54365
"G4801410","2010","3","7","Texas","48","El Paso County","141",,,,,,,,,,,,,,"21340","99999","999",,,,,,,,,,,,,,"El Paso County",,270307
"G4801430","2010","3","7","Texas","48","Erath County","143",,,,,,,,,,,,,,"44500","99999","999",,,,,,,,,,,,,,"Erath County",,16987
"G4801450","2010","3","7","Texas","48","Falls County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Falls County",,7724
"G4801470","2010","3","7","Texas","48","Fannin County","147",,,,,,,,,,,,,,"14300","99999","206",,,,,,,,,,,,,,"Fannin County",,14191
"G4801490","2010","3","7","Texas","48","Fayette County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fayette County",,13868
"G4801510","2010","3","7","Texas","48","Fisher County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fisher County",,2212
"G4801530","2010","3","7","Texas","48","Floyd County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Floyd County",,3004
"G4801550","2010","3","7","Texas","48","Foard County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Foard County",,789
"G4801570","2010","3","7","Texas","48","Fort Bend County","157",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Fort Bend County",,197030
"G4801590","2010","3","7","Texas","48","Franklin County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,5770
"G4801610","2010","3","7","Texas","48","Freestone County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Freestone County",,9265
"G4801630","2010","3","7","Texas","48","Frio County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Frio County",,5846
"G4801650","2010","3","7","Texas","48","Gaines County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gaines County",,6301
"G4801670","2010","3","7","Texas","48","Galveston County","167",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Galveston County",,132492
"G4801690","2010","3","7","Texas","48","Garza County","169",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garza County",,2237
"G4801710","2010","3","7","Texas","48","Gillespie County","171",,,,,,,,,,,,,,"23240","99999","999",,,,,,,,,,,,,,"Gillespie County",,12778
"G4801730","2010","3","7","Texas","48","Glasscock County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glasscock County",,580
"G4801750","2010","3","7","Texas","48","Goliad County","175",,,,,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,,,"Goliad County",,3710
"G4801770","2010","3","7","Texas","48","Gonzales County","177",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gonzales County",,8794
"G4801790","2010","3","7","Texas","48","Gray County","179",,,,,,,,,,,,,,"37420","99999","999",,,,,,,,,,,,,,"Gray County",,10158
