GISJOIN.x,YEAR,STATE,STATEA,COUNTY.x,COUNTYA,TRACTA,BLKGRPA,NAME_E,ADQSE001,ADQSE002,ADQSE003,ADQSE004,ADQSE005,ADQSE006,ADQSE007,ADQSE008,ADQSE009,ADQSE010,ADQSE011,NAME_M,ADQSM001,ADQSM002,ADQSM003,ADQSM004,ADQSM005,ADQSM006,ADQSM007,ADQSM008,ADQSM009,ADQSM010,ADQSM011,hu40,hu70,hu80,hu90,hu00,hu10,j70,j80,j90,j00,j10,i70,i80,i90,i00,i10,adj40a,adj70a,adj80a,adj90a,adj00a,adj10a,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area,ham40,ham70,ham80,ham90,ham00,ham10,urb40,urb70,urb80,urb90,urb00,urb10
G13006700303431,2011-2015,Georgia,13,Cobb County,67,30343,1,"Block Group 1, Census Tract 303.43, Cobb County, Georgia",648,0,10,102,76,441,19,0,0,0,0,"Block Group 1, Census Tract 303.43, Cobb County, Georgia",88,13,15,49,48,95,21,13,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,0,19,460,536,638,0,0,23.828544548976204,523.5273808382085,550.5612869745719,637.6794797546697,76314,13,67,30343,1,130670303431,1891892,35885,34.0342637,-84.4213483,6536.80864665,1927775.92688,0.744318446651,0,0,32.013911056740284,703.3647804831079,739.6851300028602,856.7293778944435,0,0,0,1,1,1
G13006700303432,2011-2015,Georgia,13,Cobb County,67,30343,2,"Block Group 2, Census Tract 303.43, Cobb County, Georgia",587,0,0,0,254,254,52,27,0,0,0,"Block Group 2, Census Tract 303.43, Cobb County, Georgia",76,13,13,13,64,72,48,41,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,27,79,333,587,587,0,38.207229082836136,99.0765799667958,378.9882996067901,602.9467825635703,586.705101278983,76315,13,67,30343,2,130670303432,1559245,9442,34.0307031,-84.4082544,5500.47750736,1568686.76913,0.605673347715,0,63.082236038582586,163.58088124659622,625.7305213058893,995.4982910149239,968.6823821659351,0,0,0,1,1,1
G13006700303433,2011-2015,Georgia,13,Cobb County,67,30343,3,"Block Group 3, Census Tract 303.43, Cobb County, Georgia",392,0,0,17,88,188,54,36,0,0,9,"Block Group 3, Census Tract 303.43, Cobb County, Georgia",65,13,13,13,47,71,46,33,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,45,99,287,375,392,23.742346247629367,63.67871513806022,124.15925843940234,326.6355615229692,385.187467566165,391.80306593076887,76316,13,67,30343,3,130670303433,1083181,36990,34.0430597,-84.4155242,5701.45874586,1120170.21529,0.432500138113,54.89558073025671,147.2339764234313,287.07333824472227,755.2264906736947,890.6065770215465,905.9027533267558,0,0,1,1,1,1
G13006700303441,2011-2015,Georgia,13,Cobb County,67,30344,1,"Block Group 1, Census Tract 303.44, Cobb County, Georgia",1531,0,0,83,82,884,458,16,8,0,0,"Block Group 1, Census Tract 303.44, Cobb County, Georgia",118,13,13,69,45,148,107,17,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,24,482,1366,1448,1531,0,33.96198140696545,604.4925511898174,1554.6487004891148,1487.3372080954853,1530.2308518877733,76317,13,67,30344,1,130670303441,937749,2585,33.9105336,-84.4696373,4907.5436761,940332.416621,0.363064375852,0,93.54258821804581,1664.9734630979974,4282.019399013837,4096.621169744798,4214.764525703724,0,0,1,1,1,1
G13006700303442,2011-2015,Georgia,13,Cobb County,67,30344,2,"Block Group 2, Census Tract 303.44, Cobb County, Georgia",369,0,0,7,64,126,145,0,0,0,27,"Block Group 2, Census Tract 303.44, Cobb County, Georgia",94,13,13,12,45,67,74,13,13,13,39,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,27,172,298,362,369,71.2270387428881,38.207229082836136,215.71103486441618,339.15469454301336,371.8343020238713,368.8146207358513,76318,13,67,30344,2,130670303442,1041877,20059,33.9071551,-84.480334,4324.80502135,1061936.76837,0.410016078558,173.7176722273648,93.18470928556873,526.1038435932999,827.174133599342,906.8773676671132,899.5125801723397,0,0,1,1,1,1
G13006700303443,2011-2015,Georgia,13,Cobb County,67,30344,3,"Block Group 3, Census Tract 303.44, Cobb County, Georgia",378,0,20,286,12,39,21,0,0,0,0,"Block Group 3, Census Tract 303.44, Cobb County, Georgia",86,13,24,101,20,48,26,13,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,0,21,60,72,358,0,0,26.33681239623686,68.28618010933155,73.95599377270368,357.8201469469777,76319,13,67,30344,3,130670303443,334333,0,33.906738,-84.4740793,3187.3250115,334333.820495,0.129087009783,0,0,204.02372353740324,528.9934302771683,572.9158487521433,2771.929937400258,0,0,1,1,1,1
G13006700303451,2011-2015,Georgia,13,Cobb County,67,30345,1,"Block Group 1, Census Tract 303.45, Cobb County, Georgia",1158,0,14,171,131,467,341,0,34,0,0,"Block Group 1, Census Tract 303.45, Cobb County, Georgia",145,13,23,70,90,117,122,13,39,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,34,375,842,973,1144,0,48.112806993201055,470.30022136137245,958.2827275342861,999.4330825116762,1143.425274042856,76320,13,67,30345,1,130670303451,2190511,18218,33.8942335,-84.4736646,6863.65980868,2208727.86886,0.85279459791,0,56.41781398605747,551.4812388750682,1123.6969955987208,1171.950531770549,1340.797979777456,0,0,1,1,1,1
G13006700303452,2011-2015,Georgia,13,Cobb County,67,30345,2,"Block Group 2, Census Tract 303.45, Cobb County, Georgia",225,0,0,0,76,49,76,0,24,0,0,"Block Group 2, Census Tract 303.45, Cobb County, Georgia",72,13,13,13,59,38,76,13,38,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,24,100,149,225,225,0,33.96198140696545,125.41339236303266,169.57734727150668,231.112480539699,224.88696386332396,76321,13,67,30345,2,130670303452,306550,0,33.89893,-84.4519543,4005.52526085,306550.023893,0.118359625942,0,286.93890451806516,1059.5960519889545,1432.7296653894884,1952.6293590430193,1900.031045835898,0,1,1,1,1,1
G13006700303453,2011-2015,Georgia,13,Cobb County,67,30345,3,"Block Group 3, Census Tract 303.45, Cobb County, Georgia",1118,0,14,108,347,456,160,33,0,0,0,"Block Group 3, Census Tract 303.45, Cobb County, Georgia",143,13,23,72,126,127,102,39,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,33,193,649,996,1104,0,46.697724434577495,242.04784726065304,738.628848182603,1023.0579138557342,1103.4453693560429,76322,13,67,30345,3,130670303453,1736041,45272,33.8985651,-84.4621631,6180.11269117,1781309.97492,0.687767626439,0,67.89753201435288,351.9325975168169,1073.9511715707572,1487.5051900199783,1604.3868989141938,0,0,1,1,1,1
G13006700304051,2011-2015,Georgia,13,Cobb County,67,30405,1,"Block Group 1, Census Tract 304.05, Cobb County, Georgia",1115,0,0,51,88,185,184,313,294,0,0,"Block Group 1, Census Tract 304.05, Cobb County, Georgia",154,13,13,50,58,130,101,117,126,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,607,791,976,1064,1115,0,858.9551130845012,992.0199335915884,1110.7885297784599,1092.9052413077322,1114.4398431449165,76323,13,67,30405,1,130670304051,1584624,0,33.9339075,-84.490605,7855.11473975,1584626.20915,0.611827599916,0,1403.9169092771072,1621.4043526767775,1815.5253701058336,1786.2960766362635,1821.4932495655999,0,1,1,1,1,1
G13006700304052,2011-2015,Georgia,13,Cobb County,67,30405,2,"Block Group 2, Census Tract 304.05, Cobb County, Georgia",605,0,0,154,17,220,129,59,10,16,0,"Block Group 2, Census Tract 304.05, Cobb County, Georgia",132,13,13,95,27,110,64,45,16,26,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,85,214,434,451,605,0,120.28201748300263,268.3846596568899,493.93670279083153,463.25212765957446,604.6960583880489,76324,13,67,30405,2,130670304052,622713,0,33.9312159,-84.4815673,3700.07461201,622716.975109,0.240432368282,0,500.27381230935356,1116.258437142311,2054.368579073761,1926.7460989954234,2515.035985832027,0,1,1,1,1,1
G13006700304053,2011-2015,Georgia,13,Cobb County,67,30405,3,"Block Group 3, Census Tract 304.05, Cobb County, Georgia",813,0,0,13,181,208,273,60,37,0,41,"Block Group 3, Census Tract 304.05, Cobb County, Georgia",164,13,13,22,112,132,133,72,59,13,65,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,138,411,619,800,813,108.15957735031157,195.28139309005135,515.4490426120642,704.4857581279372,821.7332641411521,812.5915627594773,76325,13,67,30405,3,130670304053,478248,0,33.9255494,-84.4748361,2818.81862016,478248.452848,0.184652759988,585.7457931164447,1057.5601095956654,2791.4505185059875,3815.1921377926847,4450.154247326463,4400.646720971217,1,1,1,1,1,1
G13006700304054,2011-2015,Georgia,13,Cobb County,67,30405,4,"Block Group 4, Census Tract 304.05, Cobb County, Georgia",389,0,0,0,13,0,30,32,265,38,11,"Block Group 4, Census Tract 304.05, Cobb County, Georgia",109,13,13,13,21,13,33,57,112,42,17,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,346,376,376,389,389,29.018423191547004,489.61856528375193,471.5543552850028,427.9267286851444,399.56779968863515,388.80457307925786,76326,13,67,30405,4,130670304054,1319325,0,33.9474778,-84.5056209,4794.04787642,1319326.82275,0.509394934151,56.9664542108404,961.1767460934628,925.7146541336037,840.0686775544061,784.3968852077182,763.2674512699501,0,1,1,1,1,1
G13006700304071,2011-2015,Georgia,13,Cobb County,67,30407,1,"Block Group 1, Census Tract 304.07, Cobb County, Georgia",708,0,0,0,88,163,384,64,9,0,0,"Block Group 1, Census Tract 304.07, Cobb County, Georgia",89,13,13,13,41,75,98,42,14,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,73,457,620,708,708,0,103.30102677951992,573.1392030990593,705.6238611297593,727.2339387649196,707.6443129565927,76327,13,67,30407,1,130670304071,1921731,21316,33.9453911,-84.4707202,5570.37410041,1943047.74008,0.750214926694,0,137.69524319482736,763.9666750230272,940.5622789182005,969.3674610949803,943.2554429102006,0,0,1,1,1,1
G13006700304072,2011-2015,Georgia,13,Cobb County,67,30407,2,"Block Group 2, Census Tract 304.07, Cobb County, Georgia",616,0,0,8,24,16,88,76,373,23,8,"Block Group 2, Census Tract 304.07, Cobb County, Georgia",96,13,13,13,36,23,60,66,91,35,12,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,480,568,584,608,616,21.10430777567055,679.239628139309,712.3480686220255,664.6521530641604,624.5172807472755,615.6905321769225,76328,13,67,30407,2,130670304072,1159965,0,33.9448193,-84.491667,4984.25674383,1159965.61778,0.44786522892,47.122005489379724,1516.6161252956708,1590.5411329649544,1484.044998686165,1394.4312717762468,1374.722779130729,0,1,1,1,1,1
G13006700304073,2011-2015,Georgia,13,Cobb County,67,30407,3,"Block Group 3, Census Tract 304.07, Cobb County, Georgia",811,0,11,40,69,305,42,153,191,0,0,"Block Group 3, Census Tract 304.07, Cobb County, Georgia",106,13,18,34,39,86,35,62,75,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,344,386,691,760,800,0,486.7884001665048,484.0956945213061,786.429174259135,780.6466009340944,799.598093736263,76329,13,67,30407,3,130670304073,1220507,0,33.9392339,-84.4804156,4983.25411288,1220507.0518,0.471240407279,0,1032.9937599733453,1027.2796794242117,1668.8491948304554,1656.5782324178092,1696.7944203962486,0,1,1,1,1,1
G13006700304081,2011-2015,Georgia,13,Cobb County,67,30408,1,"Block Group 1, Census Tract 304.08, Cobb County, Georgia",780,0,0,31,94,137,304,143,5,60,6,"Block Group 1, Census Tract 304.08, Cobb County, Georgia",107,13,13,19,66,73,80,53,10,58,11,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,214,518,655,749,780,15.828230831752911,302.82766754544195,649.6413724405091,745.4574661935361,769.3477685521535,779.6081413928564,76330,13,67,30408,1,130670304081,1087749,0,33.9283212,-84.4654519,5303.37211575,1087750.53026,0.419982827744,37.687804800916744,721.0477370518354,1546.8284166049218,1774.9713010835976,1831.8552991435843,1856.2857571597322,0,1,1,1,1,1
G13006700304082,2011-2015,Georgia,13,Cobb County,67,30408,2,"Block Group 2, Census Tract 304.08, Cobb County, Georgia",764,0,0,46,48,216,156,287,0,0,11,"Block Group 2, Census Tract 304.08, Cobb County, Georgia",101,13,13,58,35,97,62,87,13,13,22,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,298,454,670,718,764,29.018423191547004,421.694602469821,569.3768013281683,762.5290112208689,737.5056045666839,763.6161795181312,76331,13,67,30408,2,130670304082,1275181,15141,33.9380965,-84.4668523,5117.53896566,1290321.96238,0.498196094953,58.24699046323238,846.4430105771982,1142.8768854197533,1530.5800646486525,1480.3520381593125,1532.7622742409712,0,1,1,1,1,1
G13006700304091,2011-2015,Georgia,13,Cobb County,67,30409,1,"Block Group 1, Census Tract 304.09, Cobb County, Georgia",749,0,0,49,0,236,274,181,9,0,0,"Block Group 1, Census Tract 304.09, Cobb County, Georgia",65,13,13,29,13,79,92,72,14,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,190,464,700,700,749,0,268.86568613847646,581.9181405644715,796.6721012755347,719.016606123508,748.6237152605762,76332,13,67,30409,1,130670304091,2490952,2239,33.963599,-84.4740112,6820.13074233,2493188.19893,0.962625345385,0,279.30459906075316,604.5115509936367,827.6034961004558,746.9329678161953,777.689595281917,0,1,1,1,1,1
G13006700304092,2011-2015,Georgia,13,Cobb County,67,30409,2,"Block Group 2, Census Tract 304.09, Cobb County, Georgia",545,0,14,90,30,357,9,45,0,0,0,"Block Group 2, Census Tract 304.09, Cobb County, Georgia",64,13,20,60,27,64,14,21,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,45,54,411,441,531,0,63.67871513806022,67.72323187603763,467.7603337489211,452.98046185781004,530.7332347174446,76333,13,67,30409,2,130670304092,1173950,4217,33.9719914,-84.4699534,4898.62120402,1178167.97247,0.454893197356,0,139.98607916799682,148.87721396949655,1028.2860602614185,995.7951987206943,1166.7205352866424,0,0,0,1,1,1
G13006700304101,2011-2015,Georgia,13,Cobb County,67,30410,1,"Block Group 1, Census Tract 304.10, Cobb County, Georgia",960,0,0,31,31,256,390,127,125,0,0,"Block Group 1, Census Tract 304.10, Cobb County, Georgia",176,13,13,36,40,138,112,91,91,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,252,642,898,929,960,0,356.6008047731372,805.1539789706696,1022.0164956363288,954.2377529839127,959.5177124835155,76334,13,67,30410,1,130670304101,2295730,0,33.9543425,-84.4904209,7320.37165678,2295731.94315,0.886387058801,0,402.30822554596494,908.3548445075305,1153.0137827359442,1076.5474783382929,1082.5041983142648,0,1,1,1,1,1
G13006700304102,2011-2015,Georgia,13,Cobb County,67,30410,2,"Block Group 2, Census Tract 304.10, Cobb County, Georgia",1192,0,0,173,149,373,222,186,89,0,0,"Block Group 2, Census Tract 304.10, Cobb County, Georgia",187,13,13,86,96,139,107,113,67,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,275,497,870,1019,1192,0,389.14770362147914,623.3045600442723,990.1496115853074,1046.6827451997924,1191.4011596670318,76335,13,67,30410,2,130670304102,1996928,11180,33.9649639,-84.4855739,7693.67844765,2008108.60789,0.775335068193,0,501.9090707820411,803.9163783690956,1277.0602700751758,1349.9747246557502,1536.6274641023494,0,1,1,1,1,1
G13006700304111,2011-2015,Georgia,13,Cobb County,67,30411,1,"Block Group 1, Census Tract 304.11, Cobb County, Georgia",518,0,0,35,0,137,234,112,0,0,0,"Block Group 1, Census Tract 304.11, Cobb County, Georgia",99,13,13,36,13,80,102,60,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,112,346,483,483,518,0,158.48924656583878,433.930337576093,549.703749880119,496.1214582252205,517.7397656942303,76336,13,67,30411,1,130670304111,400670,0,33.9260824,-84.4898982,2881.90703441,400669.187529,0.154699238186,0,1024.4992051950633,2804.9933707777163,3553.3707620408054,3207.0064729647684,3346.7505836824785,0,1,1,1,1,1
G13006700304112,2011-2015,Georgia,13,Cobb County,67,30411,2,"Block Group 2, Census Tract 304.11, Cobb County, Georgia",461,0,0,0,0,209,172,80,0,0,0,"Block Group 2, Census Tract 304.11, Cobb County, Georgia",113,13,13,13,13,76,115,50,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,80,252,461,461,461,0,113.20660468988484,316.04174875484233,524.6654838400308,473.52379346133887,460.76840151552153,76337,13,67,30411,2,130670304112,1136622,0,33.9419014,-84.5094902,6419.91565547,1136625.68976,0.438853632327,0,257.95982156878216,720.1529746468005,1195.5363820461453,1079.0016501640923,1049.9363969538535,0,1,1,1,1,1
G13006700304113,2011-2015,Georgia,13,Cobb County,67,30411,3,"Block Group 3, Census Tract 304.11, Cobb County, Georgia",952,0,0,21,149,399,266,107,10,0,0,"Block Group 3, Census Tract 304.11, Cobb County, Georgia",146,13,13,27,96,128,95,64,18,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,117,383,782,931,952,0,165.56465935895656,480.33329275041507,889.9965474249545,956.2920861442657,951.521731546153,76338,13,67,30411,3,130670304113,460175,3160,33.9326614,-84.4956524,3379.44891327,463333.329349,0.17889399861,0,925.4902939471871,2685.0162469539932,4974.993875368632,5345.579469264599,5318.913652439115,0,1,1,1,1,1
G13006700304121,2011-2015,Georgia,13,Cobb County,67,30412,1,"Block Group 1, Census Tract 304.12, Cobb County, Georgia",251,0,0,0,11,143,97,0,0,0,0,"Block Group 1, Census Tract 304.12, Cobb County, Georgia",66,13,13,13,16,64,55,13,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,0,97,240,251,251,0,0,121.65099059214168,273.1447204373262,257.81881162428647,250.8739019097525,76339,13,67,30412,1,130670304121,680190,0,33.9352504,-84.508966,4265.21166058,680190.233298,0.26262291733,0,0,463.2154414737561,1040.0642990882056,981.7072106480452,955.2627945051566,0,0,1,1,1,1
G13006700304122,2011-2015,Georgia,13,Cobb County,67,30412,2,"Block Group 2, Census Tract 304.12, Cobb County, Georgia",1361,0,0,28,270,743,261,23,26,10,0,"Block Group 2, Census Tract 304.12, Cobb County, Georgia",108,13,13,35,99,128,100,24,40,15,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,59,320,1063,1333,1361,0,83.48987095879006,401.3228555617045,1209.8034909369906,1369.2130513751945,1360.3162569688175,76340,13,67,30412,2,130670304122,771886,5818,33.928217,-84.495195,5398.37976097,777706.510844,0.300274162589,0,278.0454709753591,1336.5214379467432,4028.996302931691,4559.876346235302,4530.247442004356,0,1,1,1,1,1
G13006700304123,2011-2015,Georgia,13,Cobb County,67,30412,3,"Block Group 3, Census Tract 304.12, Cobb County, Georgia",221,0,0,0,8,24,162,27,0,0,0,"Block Group 3, Census Tract 304.12, Cobb County, Georgia",65,13,13,13,12,29,56,38,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,27,189,213,221,221,0,38.207229082836136,237.03131156613173,242.415939388127,227.00381421899326,220.88897339464265,76341,13,67,30412,3,130670304123,491910,0,33.9243844,-84.4988125,3640.95725099,491909.866809,0.189927461408,0,201.1674815194829,1248.0096864820607,1276.3606568055573,1195.2132279141365,1163.0175634271839,0,1,1,1,1,1
G13006700304124,2011-2015,Georgia,13,Cobb County,67,30412,4,"Block Group 4, Census Tract 304.12, Cobb County, Georgia",234,0,0,0,9,19,174,19,0,13,0,"Block Group 4, Census Tract 304.12, Cobb County, Georgia",71,13,13,13,15,29,78,30,13,20,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,32,206,225,234,234,0,45.282641875953935,258.35158826784726,256.0731754099933,240.35697976128696,233.8824424178569,76342,13,67,30412,4,130670304124,56209,0,33.9298691,-84.501184,1454.84076121,56209.255721299996,0.0217025149669,0,2086.5158690141493,11904.223481097792,11799.239664183997,11075.074945363334,10776.743744887039,0,1,1,1,1,1
G13006700304131,2011-2015,Georgia,13,Cobb County,67,30413,1,"Block Group 1, Census Tract 304.13, Cobb County, Georgia",985,0,0,3,162,508,226,0,86,0,0,"Block Group 1, Census Tract 304.13, Cobb County, Georgia",200,13,13,10,81,169,134,13,78,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,86,312,820,982,985,0,121.6971000416262,391.2897841726619,933.2444614941978,1008.6775817332641,984.5051529127737,76343,13,67,30413,1,130670304131,537231,0,33.9146018,-84.4749485,4677.59306818,537230.794373,0.20742596937,0,586.7013682580251,1886.4069207973248,4499.168856863363,4862.831711944498,4746.296502327749,0,1,1,1,1,1
G13006700304132,2011-2015,Georgia,13,Cobb County,67,30413,2,"Block Group 2, Census Tract 304.13, Cobb County, Georgia",991,0,0,21,211,237,474,0,48,0,0,"Block Group 2, Census Tract 304.13, Cobb County, Georgia",167,13,13,32,144,125,159,13,75,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,48,522,759,970,991,0,67.9239628139309,654.6579081350305,863.8201783830441,996.3515827711468,990.5021386157957,76344,13,67,30413,2,130670304132,257040,0,33.918961,-84.478095,2207.99574633,257039.540027,0.099243521248,0,684.417098061197,6596.480051318448,8704.046042707823,10039.462226268253,9980.521913774364,0,1,1,1,1,1
G13006700304133,2011-2015,Georgia,13,Cobb County,67,30413,3,"Block Group 3, Census Tract 304.13, Cobb County, Georgia",820,0,0,145,42,392,176,32,0,0,33,"Block Group 3, Census Tract 304.13, Cobb County, Georgia",169,13,13,118,37,143,112,42,13,13,37,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,65,241,633,675,820,87.05526957464102,91.98036631053144,302.2462755949087,720.4192001534478,693.337441619097,819.5880460796695,76345,13,67,30413,3,130670304133,647469,0,33.9195267,-84.4716331,3204.19292168,647465.243145,0.249987727992,348.2381726251255,367.939526669385,1209.0444519923835,2881.818263400923,2773.4859114415603,3278.5131200756286,1,1,1,1,1,1
G13006700304141,2011-2015,Georgia,13,Cobb County,67,30414,1,"Block Group 1, Census Tract 304.14, Cobb County, Georgia",1171,0,0,0,94,518,511,40,0,0,8,"Block Group 1, Census Tract 304.14, Cobb County, Georgia",94,13,13,13,63,135,118,35,13,13,12,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,48,559,1077,1171,1171,21.10430777567055,67.9239628139309,701.0608633093526,1225.7369329625012,1202.8120653866113,1170.411709706455,76346,13,67,30414,1,130670304141,688794,5266,33.9131771,-84.4858079,4159.83680759,694060.485676,0.267978251713,78.75380797047998,253.46819146606072,2616.1110419519287,4574.016455168325,4488.468962305202,4367.5623011375765,0,1,1,1,1,1
G13006700304142,2011-2015,Georgia,13,Cobb County,67,30414,2,"Block Group 2, Census Tract 304.14, Cobb County, Georgia",379,0,0,0,23,44,281,31,0,0,0,"Block Group 2, Census Tract 304.14, Cobb County, Georgia",87,13,13,13,27,40,97,32,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,31,312,356,379,379,0,43.867559317330375,391.2897841726619,405.1646686487005,389.2961338868708,378.8095969075546,76347,13,67,30414,2,130670304142,1768655,13564,33.9160414,-84.4925295,5772.5232563,1782218.45594,0.688118392921,0,63.75001710260436,568.6372987527224,588.8008122102555,565.7400498108242,550.5006126918688,0,0,1,1,1,1
G13006700305021,2011-2015,Georgia,13,Cobb County,67,30502,1,"Block Group 1, Census Tract 305.02, Cobb County, Georgia",1248,0,0,383,247,107,283,219,9,0,0,"Block Group 1, Census Tract 305.02, Cobb County, Georgia",135,13,13,97,95,55,91,95,17,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,228,511,618,865,1248,0,322.6388233661718,640.8624349750969,703.347655126115,888.4990918526206,1247.3730262285703,76348,13,67,30502,1,130670305021,2734057,16439,33.9911803,-84.5001649,7737.74954023,2750496.21659,1.06197252642,0,303.8108946695776,603.4642319189734,662.3030611697272,836.6497906003528,1174.5812581739485,0,1,1,1,1,1
G13006700305022,2011-2015,Georgia,13,Cobb County,67,30502,2,"Block Group 2, Census Tract 305.02, Cobb County, Georgia",995,0,0,0,570,38,155,198,0,34,0,"Block Group 2, Census Tract 305.02, Cobb County, Georgia",156,13,13,13,119,60,111,103,13,37,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,232,387,425,995,995,0,328.29915360066605,485.3498284449364,483.6937757744318,1022.0307472755578,994.5001290844771,76349,13,67,30502,2,130670305022,5045041,23613,33.9804604,-84.5293675,10492.8780562,5068656.02849,1.95701903376,0,167.75470648842304,248.00465405409926,247.15844221766002,522.2385319942141,508.1709027498596,0,0,1,1,1,1
G13006700305023,2011-2015,Georgia,13,Cobb County,67,30502,3,"Block Group 3, Census Tract 305.02, Cobb County, Georgia",575,0,0,129,123,79,221,23,0,0,0,"Block Group 3, Census Tract 305.02, Cobb County, Georgia",107,13,13,71,74,44,84,27,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,23,244,323,446,575,0,32.54689884834189,306.0086773657997,367.60726958856816,458.1162947586923,574.711129872939,76350,13,67,30502,3,130670305023,1796103,22763,34.003256,-84.4940172,6248.57244974,1818866.07573,0.702268118031,0,46.345402863504596,435.74337138325234,523.4571528311086,652.3381640094187,818.3642616217552,0,0,1,1,1,1
G13006700305041,2011-2015,Georgia,13,Cobb County,67,30504,1,"Block Group 1, Census Tract 305.04, Cobb County, Georgia",1512,0,0,149,506,572,150,135,0,0,0,"Block Group 1, Census Tract 305.04, Cobb County, Georgia",165,13,13,66,150,149,100,142,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,135,285,857,1363,1512,0,191.03614541418065,357.42816823464307,975.3542725616189,1400.0280487804878,1511.240397161537,76351,13,67,30504,1,130670305041,3605304,37943,33.9775734,-84.4973487,10888.7739214,3643248.42372,1.40666608069,0,135.80774288697805,254.09596004427493,693.3801034593702,995.2810180037496,1074.3419621096152,0,0,1,1,1,1
G13006700305042,2011-2015,Georgia,13,Cobb County,67,30504,2,"Block Group 2, Census Tract 305.04, Cobb County, Georgia",362,0,0,25,106,41,8,182,0,0,0,"Block Group 2, Census Tract 305.04, Cobb County, Georgia",120,13,13,36,65,50,17,95,13,13,13,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,182,190,231,337,362,0,257.545025669488,238.28544548976205,262.9017934209265,346.1551375194603,361.818137415659,76352,13,67,30504,2,130670305042,1977640,0,33.9739101,-84.5191729,7364.01844562,1977640.93356,0.763571433368,0,337.29002214435286,312.06699868108,344.3054335614754,453.3369405827841,473.8497560336078,0,1,1,1,1,1
G13006700305043,2011-2015,Georgia,13,Cobb County,67,30504,3,"Block Group 3, Census Tract 305.04, Cobb County, Georgia",460,0,0,78,0,140,80,0,99,18,45,"Block Group 3, Census Tract 305.04, Cobb County, Georgia",118,13,13,53,13,127,80,13,66,30,38,9737,61191,113311,189872,237522,286490,43242,90350,166832,231240,286634,162,242,382,382,460,118.71173123814684,229.2433744970168,303.500409518539,434.75534669607754,392.3776336274001,459.7689038983512,76353,13,67,30504,3,130670305043,900523,0,33.9666439,-84.5294845,3871.47116939,900521.74186,0.347693388392,341.42648437222414,659.326240160083,872.8966947636161,1250.3986593093375,1128.5162350715216,1322.3400825211952,1,1,1,1,1,1
