GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,MSA_CMSAA,PMSAA,NECMAA,NAME,FKI001
G2901510,2000,2,4,Missouri,29,Osage,151,9999,9999,9999,Osage County,5904
G2901530,2000,2,4,Missouri,29,Ozark,153,9999,9999,9999,Ozark County,5114
G2901550,2000,2,4,Missouri,29,Pemiscot,155,9999,9999,9999,Pemiscot County,8793
G2901570,2000,2,4,Missouri,29,Perry,157,9999,9999,9999,Perry County,7815
G2901590,2000,2,4,Missouri,29,Pettis,159,9999,9999,9999,Pettis County,16963
G2901610,2000,2,4,Missouri,29,Phelps,161,9999,9999,9999,Phelps County,17501
G2901630,2000,2,4,Missouri,29,Pike,163,9999,9999,9999,Pike County,7493
G2901650,2000,2,4,Missouri,29,Platte,165,3760,9999,9999,Platte County,30902
G2901670,2000,2,4,Missouri,29,Polk,167,9999,9999,9999,Polk County,11183
G2901690,2000,2,4,Missouri,29,Pulaski,169,9999,9999,9999,Pulaski County,15408
G2901710,2000,2,4,Missouri,29,Putnam,171,9999,9999,9999,Putnam County,2914
G2901730,2000,2,4,Missouri,29,Ralls,173,9999,9999,9999,Ralls County,4564
G2901750,2000,2,4,Missouri,29,Randolph,175,9999,9999,9999,Randolph County,10740
G2901770,2000,2,4,Missouri,29,Ray,177,3760,9999,9999,Ray County,9371
G2901790,2000,2,4,Missouri,29,Reynolds,179,9999,9999,9999,Reynolds County,3759
G2901810,2000,2,4,Missouri,29,Ripley,181,9999,9999,9999,Ripley County,6392
G2901830,2000,2,4,Missouri,29,St Charles,183,7040,9999,9999,St. Charles County,105514
G2901850,2000,2,4,Missouri,29,St Clair,185,9999,9999,9999,St. Clair County,5205
G2901860,2000,2,4,Missouri,29,Ste Genevieve,186,9999,9999,9999,Ste. Genevieve County,8018
G2901870,2000,2,4,Missouri,29,St Francois,187,9999,9999,9999,St. Francois County,24449
G2901890,2000,2,4,Missouri,29,St Louis,189,7040,9999,9999,St. Louis County,423749
G2901950,2000,2,4,Missouri,29,Saline,195,9999,9999,9999,Saline County,10019
G2901970,2000,2,4,Missouri,29,Schuyler,197,9999,9999,9999,Schuyler County,2027
G2901990,2000,2,4,Missouri,29,Scotland,199,9999,9999,9999,Scotland County,2292
G2902010,2000,2,4,Missouri,29,Scott,201,9999,9999,9999,Scott County,16951
G2902030,2000,2,4,Missouri,29,Shannon,203,9999,9999,9999,Shannon County,3862
G2902050,2000,2,4,Missouri,29,Shelby,205,9999,9999,9999,Shelby County,3245
G2902070,2000,2,4,Missouri,29,Stoddard,207,9999,9999,9999,Stoddard County,13221
G2902090,2000,2,4,Missouri,29,Stone,209,9999,9999,9999,Stone County,16241
G2902110,2000,2,4,Missouri,29,Sullivan,211,9999,9999,9999,Sullivan County,3364
G2902130,2000,2,4,Missouri,29,Taney,213,9999,9999,9999,Taney County,19688
G2902150,2000,2,4,Missouri,29,Texas,215,9999,9999,9999,Texas County,10764
G2902170,2000,2,4,Missouri,29,Vernon,217,9999,9999,9999,Vernon County,8872
G2902190,2000,2,4,Missouri,29,Warren,219,7040,9999,9999,Warren County,11046
G2902210,2000,2,4,Missouri,29,Washington,221,9999,9999,9999,Washington County,9894
G2902230,2000,2,4,Missouri,29,Wayne,223,9999,9999,9999,Wayne County,7496
G2902250,2000,2,4,Missouri,29,Webster,225,7920,9999,9999,Webster County,12052
G2902270,2000,2,4,Missouri,29,Worth,227,9999,9999,9999,Worth County,1245
G2902290,2000,2,4,Missouri,29,Wright,229,9999,9999,9999,Wright County,7957
G2905100,2000,2,4,Missouri,29,St Louis City,510,7040,9999,9999,St. Louis city,176354
G3000010,2000,4,8,Montana,30,Beaverhead,1,9999,9999,9999,Beaverhead County,4571
G3000030,2000,4,8,Montana,30,Big Horn,3,9999,9999,9999,Big Horn County,4655
G3000050,2000,4,8,Montana,30,Blaine,5,9999,9999,9999,Blaine County,2947
G3000070,2000,4,8,Montana,30,Broadwater,7,9999,9999,9999,Broadwater County,2002
G3000090,2000,4,8,Montana,30,Carbon,9,9999,9999,9999,Carbon County,5494
G3000110,2000,4,8,Montana,30,Carter,11,9999,9999,9999,Carter County,811
G3000130,2000,4,8,Montana,30,Cascade,13,3040,9999,9999,Cascade County,35225
G3000150,2000,4,8,Montana,30,Chouteau,15,9999,9999,9999,Chouteau County,2776
G3000170,2000,4,8,Montana,30,Custer,17,9999,9999,9999,Custer County,5360
G3000190,2000,4,8,Montana,30,Daniels,19,9999,9999,9999,Daniels County,1154
G3000210,2000,4,8,Montana,30,Dawson,21,9999,9999,9999,Dawson County,4168
G3000230,2000,4,8,Montana,30,Deer Lodge,23,9999,9999,9999,Deer Lodge County,4958
G3000250,2000,4,8,Montana,30,Fallon,25,9999,9999,9999,Fallon County,1410
G3000270,2000,4,8,Montana,30,Fergus,27,9999,9999,9999,Fergus County,5558
G3000290,2000,4,8,Montana,30,Flathead,29,9999,9999,9999,Flathead County,34773
G3000310,2000,4,8,Montana,30,Gallatin,31,9999,9999,9999,Gallatin County,29489
G3000330,2000,4,8,Montana,30,Garfield,33,9999,9999,9999,Garfield County,961
G3000350,2000,4,8,Montana,30,Glacier,35,9999,9999,9999,Glacier County,5243
G3000370,2000,4,8,Montana,30,Golden Valley,37,9999,9999,9999,Golden Valley County,450
G3000390,2000,4,8,Montana,30,Granite,39,9999,9999,9999,Granite County,2074
G3000410,2000,4,8,Montana,30,Hill,41,9999,9999,9999,Hill County,7453
G3000430,2000,4,8,Montana,30,Jefferson,43,9999,9999,9999,Jefferson County,4199
G3000450,2000,4,8,Montana,30,Judith Basin,45,9999,9999,9999,Judith Basin County,1325
G3000470,2000,4,8,Montana,30,Lake,47,9999,9999,9999,Lake County,13605
G3000490,2000,4,8,Montana,30,Lewis And Clark,49,9999,9999,9999,Lewis and Clark County,25672
G3000510,2000,4,8,Montana,30,Liberty,51,9999,9999,9999,Liberty County,1070
G3000530,2000,4,8,Montana,30,Lincoln,53,9999,9999,9999,Lincoln County,9319
G3000550,2000,4,8,Montana,30,McCone,55,9999,9999,9999,McCone County,1087
G3000570,2000,4,8,Montana,30,Madison,57,9999,9999,9999,Madison County,4671
G3000590,2000,4,8,Montana,30,Meagher,59,9999,9999,9999,Meagher County,1363
G3000610,2000,4,8,Montana,30,Mineral,61,9999,9999,9999,Mineral County,1961
G3000630,2000,4,8,Montana,30,Missoula,63,5140,9999,9999,Missoula County,41319
G3000650,2000,4,8,Montana,30,Musselshell,65,9999,9999,9999,Musselshell County,2317
G3000670,2000,4,8,Montana,30,Park,67,9999,9999,9999,Park County,8247
G3000690,2000,4,8,Montana,30,Petroleum,69,9999,9999,9999,Petroleum County,292
G3000710,2000,4,8,Montana,30,Phillips,71,9999,9999,9999,Phillips County,2502
G3000730,2000,4,8,Montana,30,Pondera,73,9999,9999,9999,Pondera County,2834
G3000750,2000,4,8,Montana,30,Powder River,75,9999,9999,9999,Powder River County,1007
G3000770,2000,4,8,Montana,30,Powell,77,9999,9999,9999,Powell County,2930
G3000790,2000,4,8,Montana,30,Prairie,79,9999,9999,9999,Prairie County,718
G3000810,2000,4,8,Montana,30,Ravalli,81,9999,9999,9999,Ravalli County,15946
G3000830,2000,4,8,Montana,30,Richland,83,9999,9999,9999,Richland County,4557
G3000850,2000,4,8,Montana,30,Roosevelt,85,9999,9999,9999,Roosevelt County,4044
G3000870,2000,4,8,Montana,30,Rosebud,87,9999,9999,9999,Rosebud County,3912
G3000890,2000,4,8,Montana,30,Sanders,89,9999,9999,9999,Sanders County,5271
G3000910,2000,4,8,Montana,30,Sheridan,91,9999,9999,9999,Sheridan County,2167
G3000930,2000,4,8,Montana,30,Silver Bow,93,9999,9999,9999,Silver Bow County,16176
G3000950,2000,4,8,Montana,30,Stillwater,95,9999,9999,9999,Stillwater County,3947
G3000970,2000,4,8,Montana,30,Sweet Grass,97,9999,9999,9999,Sweet Grass County,1860
G3000990,2000,4,8,Montana,30,Teton,99,9999,9999,9999,Teton County,2910
G3001010,2000,4,8,Montana,30,Toole,101,9999,9999,9999,Toole County,2300
G3001030,2000,4,8,Montana,30,Treasure,103,9999,9999,9999,Treasure County,422
G3001050,2000,4,8,Montana,30,Valley,105,9999,9999,9999,Valley County,4847
G3001070,2000,4,8,Montana,30,Wheatland,107,9999,9999,9999,Wheatland County,1154
G3001090,2000,4,8,Montana,30,Wibaux,109,9999,9999,9999,Wibaux County,587
G3001110,2000,4,8,Montana,30,Yellowstone,111,880,9999,9999,Yellowstone County,54563
G3100010,2000,2,4,Nebraska,31,Adams,1,9999,9999,9999,Adams County,13014
G3100030,2000,2,4,Nebraska,31,Antelope,3,9999,9999,9999,Antelope County,3346
G3100050,2000,2,4,Nebraska,31,Arthur,5,9999,9999,9999,Arthur County,273
G3100070,2000,2,4,Nebraska,31,Banner,7,9999,9999,9999,Banner County,375
G3100090,2000,2,4,Nebraska,31,Blaine,9,9999,9999,9999,Blaine County,333
G3100110,2000,2,4,Nebraska,31,Boone,11,9999,9999,9999,Boone County,2733
G3100130,2000,2,4,Nebraska,31,Box Butte,13,9999,9999,9999,Box Butte County,5488
G3100150,2000,2,4,Nebraska,31,Boyd,15,9999,9999,9999,Boyd County,1406
G3100170,2000,2,4,Nebraska,31,Brown,17,9999,9999,9999,Brown County,1916
G3100190,2000,2,4,Nebraska,31,Buffalo,19,9999,9999,9999,Buffalo County,16830
G3100210,2000,2,4,Nebraska,31,Burt,21,9999,9999,9999,Burt County,3723
G3100230,2000,2,4,Nebraska,31,Butler,23,9999,9999,9999,Butler County,3901
G3100250,2000,2,4,Nebraska,31,Cass,25,5920,9999,9999,Cass County,10179
G3100270,2000,2,4,Nebraska,31,Cedar,27,9999,9999,9999,Cedar County,4200
G3100290,2000,2,4,Nebraska,31,Chase,29,9999,9999,9999,Chase County,1927
G3100310,2000,2,4,Nebraska,31,Cherry,31,9999,9999,9999,Cherry County,3220
G3100330,2000,2,4,Nebraska,31,Cheyenne,33,9999,9999,9999,Cheyenne County,4569
G3100350,2000,2,4,Nebraska,31,Clay,35,9999,9999,9999,Clay County,3066
G3100370,2000,2,4,Nebraska,31,Colfax,37,9999,9999,9999,Colfax County,4088
G3100390,2000,2,4,Nebraska,31,Cuming,39,9999,9999,9999,Cuming County,4283
G3100410,2000,2,4,Nebraska,31,Custer,41,9999,9999,9999,Custer County,5585
G3100430,2000,2,4,Nebraska,31,Dakota,43,7720,9999,9999,Dakota County,7528
G3100450,2000,2,4,Nebraska,31,Dawes,45,9999,9999,9999,Dawes County,4004
G3100470,2000,2,4,Nebraska,31,Dawson,47,9999,9999,9999,Dawson County,9805
G3100490,2000,2,4,Nebraska,31,Deuel,49,9999,9999,9999,Deuel County,1032
G3100510,2000,2,4,Nebraska,31,Dixon,51,9999,9999,9999,Dixon County,2673
G3100530,2000,2,4,Nebraska,31,Dodge,53,9999,9999,9999,Dodge County,15468
G3100550,2000,2,4,Nebraska,31,Douglas,55,5920,9999,9999,Douglas County,192672
G3100570,2000,2,4,Nebraska,31,Dundy,57,9999,9999,9999,Dundy County,1196
G3100590,2000,2,4,Nebraska,31,Fillmore,59,9999,9999,9999,Fillmore County,2990
G3100610,2000,2,4,Nebraska,31,Franklin,61,9999,9999,9999,Franklin County,1746
G3100630,2000,2,4,Nebraska,31,Frontier,63,9999,9999,9999,Frontier County,1543
G3100650,2000,2,4,Nebraska,31,Furnas,65,9999,9999,9999,Furnas County,2730
G3100670,2000,2,4,Nebraska,31,Gage,67,9999,9999,9999,Gage County,10030
G3100690,2000,2,4,Nebraska,31,Garden,69,9999,9999,9999,Garden County,1298
G3100710,2000,2,4,Nebraska,31,Garfield,71,9999,9999,9999,Garfield County,1021
G3100730,2000,2,4,Nebraska,31,Gosper,73,9999,9999,9999,Gosper County,1281
G3100750,2000,2,4,Nebraska,31,Grant,75,9999,9999,9999,Grant County,449
G3100770,2000,2,4,Nebraska,31,Greeley,77,9999,9999,9999,Greeley County,1199
G3100790,2000,2,4,Nebraska,31,Hall,79,9999,9999,9999,Hall County,21574
G3100810,2000,2,4,Nebraska,31,Hamilton,81,9999,9999,9999,Hamilton County,3850
G3100830,2000,2,4,Nebraska,31,Harlan,83,9999,9999,9999,Harlan County,2327
G3100850,2000,2,4,Nebraska,31,Hayes,85,9999,9999,9999,Hayes County,526
G3100870,2000,2,4,Nebraska,31,Hitchcock,87,9999,9999,9999,Hitchcock County,1675
G3100890,2000,2,4,Nebraska,31,Holt,89,9999,9999,9999,Holt County,5281
G3100910,2000,2,4,Nebraska,31,Hooker,91,9999,9999,9999,Hooker County,440
G3100930,2000,2,4,Nebraska,31,Howard,93,9999,9999,9999,Howard County,2782
G3100950,2000,2,4,Nebraska,31,Jefferson,95,9999,9999,9999,Jefferson County,3942
G3100970,2000,2,4,Nebraska,31,Johnson,97,9999,9999,9999,Johnson County,2116
G3100990,2000,2,4,Nebraska,31,Kearney,99,9999,9999,9999,Kearney County,2846
G3101010,2000,2,4,Nebraska,31,Keith,101,9999,9999,9999,Keith County,5178
G3101030,2000,2,4,Nebraska,31,Keya Paha,103,9999,9999,9999,Keya Paha County,548
G3101050,2000,2,4,Nebraska,31,Kimball,105,9999,9999,9999,Kimball County,1972
G3101070,2000,2,4,Nebraska,31,Knox,107,9999,9999,9999,Knox County,4773
G3101090,2000,2,4,Nebraska,31,Lancaster,109,4360,9999,9999,Lancaster County,104217
G3101110,2000,2,4,Nebraska,31,Lincoln,111,9999,9999,9999,Lincoln County,15438
G3101130,2000,2,4,Nebraska,31,Logan,113,9999,9999,9999,Logan County,386
G3101150,2000,2,4,Nebraska,31,Loup,115,9999,9999,9999,Loup County,377
G3101170,2000,2,4,Nebraska,31,McPherson,117,9999,9999,9999,McPherson County,283
G3101190,2000,2,4,Nebraska,31,Madison,119,9999,9999,9999,Madison County,14432
G3101210,2000,2,4,Nebraska,31,Merrick,121,9999,9999,9999,Merrick County,3649
G3101230,2000,2,4,Nebraska,31,Morrill,123,9999,9999,9999,Morrill County,2460
G3101250,2000,2,4,Nebraska,31,Nance,125,9999,9999,9999,Nance County,1787
G3101270,2000,2,4,Nebraska,31,Nemaha,127,9999,9999,9999,Nemaha County,3439
G3101290,2000,2,4,Nebraska,31,Nuckolls,129,9999,9999,9999,Nuckolls County,2530
G3101310,2000,2,4,Nebraska,31,Otoe,131,9999,9999,9999,Otoe County,6567
G3101330,2000,2,4,Nebraska,31,Pawnee,133,9999,9999,9999,Pawnee County,1587
G3101350,2000,2,4,Nebraska,31,Perkins,135,9999,9999,9999,Perkins County,1444
G3101370,2000,2,4,Nebraska,31,Phelps,137,9999,9999,9999,Phelps County,4191
G3101390,2000,2,4,Nebraska,31,Pierce,139,9999,9999,9999,Pierce County,3247
G3101410,2000,2,4,Nebraska,31,Platte,141,9999,9999,9999,Platte County,12916
G3101430,2000,2,4,Nebraska,31,Polk,143,9999,9999,9999,Polk County,2717
G3101450,2000,2,4,Nebraska,31,Red Willow,145,9999,9999,9999,Red Willow County,5278
G3101470,2000,2,4,Nebraska,31,Richardson,147,9999,9999,9999,Richardson County,4560
G3101490,2000,2,4,Nebraska,31,Rock,149,9999,9999,9999,Rock County,935
G3101510,2000,2,4,Nebraska,31,Saline,151,9999,9999,9999,Saline County,5611
G3101530,2000,2,4,Nebraska,31,Sarpy,153,5920,9999,9999,Sarpy County,44981
G3101550,2000,2,4,Nebraska,31,Saunders,155,9999,9999,9999,Saunders County,8266
G3101570,2000,2,4,Nebraska,31,Scotts Bluff,157,9999,9999,9999,Scotts Bluff County,16119
G3101590,2000,2,4,Nebraska,31,Seward,159,9999,9999,9999,Seward County,6428
G3101610,2000,2,4,Nebraska,31,Sheridan,161,9999,9999,9999,Sheridan County,3013
G3101630,2000,2,4,Nebraska,31,Sherman,163,9999,9999,9999,Sherman County,1839
G3101650,2000,2,4,Nebraska,31,Sioux,165,9999,9999,9999,Sioux County,780
G3101670,2000,2,4,Nebraska,31,Stanton,167,9999,9999,9999,Stanton County,2452
G3101690,2000,2,4,Nebraska,31,Thayer,169,9999,9999,9999,Thayer County,2828
G3101710,2000,2,4,Nebraska,31,Thomas,171,9999,9999,9999,Thomas County,446
G3101730,2000,2,4,Nebraska,31,Thurston,173,9999,9999,9999,Thurston County,2467
G3101750,2000,2,4,Nebraska,31,Valley,175,9999,9999,9999,Valley County,2273
G3101770,2000,2,4,Nebraska,31,Washington,177,5920,9999,9999,Washington County,7408
G3101790,2000,2,4,Nebraska,31,Wayne,179,9999,9999,9999,Wayne County,3662
G3101810,2000,2,4,Nebraska,31,Webster,181,9999,9999,9999,Webster County,1972
G3101830,2000,2,4,Nebraska,31,Wheeler,183,9999,9999,9999,Wheeler County,561
G3101850,2000,2,4,Nebraska,31,York,185,9999,9999,9999,York County,6172
G3200010,2000,4,8,Nevada,32,Churchill,1,9999,9999,9999,Churchill County,9732
G3200030,2000,4,8,Nevada,32,Clark,3,4120,9999,9999,Clark County,559799
G3200050,2000,4,8,Nevada,32,Douglas,5,9999,9999,9999,Douglas County,19006
G3200070,2000,4,8,Nevada,32,Elko,7,9999,9999,9999,Elko County,18456
G3200090,2000,4,8,Nevada,32,Esmeralda,9,9999,9999,9999,Esmeralda County,833
G3200110,2000,4,8,Nevada,32,Eureka,11,9999,9999,9999,Eureka County,1025
G3200130,2000,4,8,Nevada,32,Humboldt,13,9999,9999,9999,Humboldt County,6954
G3200150,2000,4,8,Nevada,32,Lander,15,9999,9999,9999,Lander County,2780
G3200170,2000,4,8,Nevada,32,Lincoln,17,9999,9999,9999,Lincoln County,2178
G3200190,2000,4,8,Nevada,32,Lyon,19,9999,9999,9999,Lyon County,14279
G3200210,2000,4,8,Nevada,32,Mineral,21,9999,9999,9999,Mineral County,2866
G3200230,2000,4,8,Nevada,32,Nye,23,4120,9999,9999,Nye County,15934
G3200270,2000,4,8,Nevada,32,Pershing,27,9999,9999,9999,Pershing County,2389
G3200290,2000,4,8,Nevada,32,Storey,29,9999,9999,9999,Storey County,1596
G3200310,2000,4,8,Nevada,32,Washoe,31,6720,9999,9999,Washoe County,143908
G3200330,2000,4,8,Nevada,32,White Pine,33,9999,9999,9999,White Pine County,4439
G3205100,2000,4,8,Nevada,32,Carson City,510,9999,9999,9999,Carson City,21283
G3300010,2000,1,1,New Hampshire,33,Belknap,1,9999,9999,9999,Belknap County,32121
G3300030,2000,1,1,New Hampshire,33,Carroll,3,9999,9999,9999,Carroll County,34750
G3300050,2000,1,1,New Hampshire,33,Cheshire,5,9999,9999,9999,Cheshire County,31876
G3300070,2000,1,1,New Hampshire,33,Coos,7,9999,9999,9999,Coos County,19623
G3300090,2000,1,1,New Hampshire,33,Grafton,9,9999,9999,9999,Grafton County,43729
G3300110,2000,1,1,New Hampshire,33,Hillsborough,11,####,####,1123,Hillsborough County,149961
G3300130,2000,1,1,New Hampshire,33,Merrimack,13,####,####,9999,Merrimack County,56244
G3300150,2000,1,1,New Hampshire,33,Rockingham,15,####,####,1123,Rockingham County,113023
G3300170,2000,1,1,New Hampshire,33,Strafford,17,####,####,1123,Strafford County,45539
G3300190,2000,1,1,New Hampshire,33,Sullivan,19,9999,9999,9999,Sullivan County,20158
G3400010,2000,1,2,New Jersey,34,Atlantic,1,6162,560,9999,Atlantic County,114090
G3400030,2000,1,2,New Jersey,34,Bergen,3,5602,875,9999,Bergen County,339820
G3400050,2000,1,2,New Jersey,34,Burlington,5,6162,6160,9999,Burlington County,161311
G3400070,2000,1,2,New Jersey,34,Camden,7,6162,6160,9999,Camden County,199679
G3400090,2000,1,2,New Jersey,34,Cape May,9,6162,560,9999,Cape May County,91047
G3400110,2000,1,2,New Jersey,34,Cumberland,11,6162,8760,9999,Cumberland County,52863
G3400130,2000,1,2,New Jersey,34,Essex,13,5602,5640,9999,Essex County,301011
G3400150,2000,1,2,New Jersey,34,Gloucester,15,6162,6160,9999,Gloucester County,95054
G3400170,2000,1,2,New Jersey,34,Hudson,17,5602,3640,9999,Hudson County,240618
G3400190,2000,1,2,New Jersey,34,Hunterdon,19,5602,5015,9999,Hunterdon County,45032
G3400210,2000,1,2,New Jersey,34,Mercer,21,5602,8480,9999,Mercer County,133280
G3400230,2000,1,2,New Jersey,34,Middlesex,23,5602,5015,9999,Middlesex County,273637
G3400250,2000,1,2,New Jersey,34,Monmouth,25,5602,5190,9999,Monmouth County,240884
G3400270,2000,1,2,New Jersey,34,Morris,27,5602,5640,9999,Morris County,174379
G3400290,2000,1,2,New Jersey,34,Ocean,29,5602,5190,9999,Ocean County,248711
G3400310,2000,1,2,New Jersey,34,Passaic,31,5602,875,9999,Passaic County,170048
G3400330,2000,1,2,New Jersey,34,Salem,33,6162,6160,9999,Salem County,26158
G3400350,2000,1,2,New Jersey,34,Somerset,35,5602,5015,9999,Somerset County,112023
G3400370,2000,1,2,New Jersey,34,Sussex,37,5602,5640,9999,Sussex County,56528
G3400390,2000,1,2,New Jersey,34,Union,39,5602,5640,9999,Union County,192945
G3400410,2000,1,2,New Jersey,34,Warren,41,5602,5640,9999,Warren County,41157
G3500010,2000,4,8,New Mexico,35,Bernalillo,1,200,9999,9999,Bernalillo County,239074
G3500030,2000,4,8,New Mexico,35,Catron,3,9999,9999,9999,Catron County,2548
G3500050,2000,4,8,New Mexico,35,Chaves,5,9999,9999,9999,Chaves County,25647
G3500060,2000,4,8,New Mexico,35,Cibola,6,9999,9999,9999,Cibola County,10328
G3500070,2000,4,8,New Mexico,35,Colfax,7,9999,9999,9999,Colfax County,8959
G3500090,2000,4,8,New Mexico,35,Curry,9,9999,9999,9999,Curry County,19212
G3500110,2000,4,8,New Mexico,35,De Baca,11,9999,9999,9999,De Baca County,1307
G3500130,2000,4,8,New Mexico,35,Dona Ana,13,4100,9999,9999,Dona Ana County,65210
G3500150,2000,4,8,New Mexico,35,Eddy,15,9999,9999,9999,Eddy County,22249
G3500170,2000,4,8,New Mexico,35,Grant,17,9999,9999,9999,Grant County,14066
G3500190,2000,4,8,New Mexico,35,Guadalupe,19,9999,9999,9999,Guadalupe County,2160
G3500210,2000,4,8,New Mexico,35,Harding,21,9999,9999,9999,Harding County,545
G3500230,2000,4,8,New Mexico,35,Hidalgo,23,9999,9999,9999,Hidalgo County,2848
G3500250,2000,4,8,New Mexico,35,Lea,25,9999,9999,9999,Lea County,23405
G3500270,2000,4,8,New Mexico,35,Lincoln,27,9999,9999,9999,Lincoln County,15298
G3500280,2000,4,8,New Mexico,35,Los Alamos,28,7490,9999,9999,Los Alamos County,7937
G3500290,2000,4,8,New Mexico,35,Luna,29,9999,9999,9999,Luna County,11291
G3500310,2000,4,8,New Mexico,35,McKinley,31,9999,9999,9999,McKinley County,26718
G3500330,2000,4,8,New Mexico,35,Mora,33,9999,9999,9999,Mora County,2973
G3500350,2000,4,8,New Mexico,35,Otero,35,9999,9999,9999,Otero County,29272
G3500370,2000,4,8,New Mexico,35,Quay,37,9999,9999,9999,Quay County,5664
G3500390,2000,4,8,New Mexico,35,Rio Arriba,39,9999,9999,9999,Rio Arriba County,18016
G3500410,2000,4,8,New Mexico,35,Roosevelt,41,9999,9999,9999,Roosevelt County,7746
G3500430,2000,4,8,New Mexico,35,Sandoval,43,200,9999,9999,Sandoval County,34866
G3500450,2000,4,8,New Mexico,35,San Juan,45,9999,9999,9999,San Juan County,43221
G3500470,2000,4,8,New Mexico,35,San Miguel,47,9999,9999,9999,San Miguel County,14254
G3500490,2000,4,8,New Mexico,35,Santa Fe,49,7490,9999,9999,Santa Fe County,57701
G3500510,2000,4,8,New Mexico,35,Sierra,51,9999,9999,9999,Sierra County,8727
G3500530,2000,4,8,New Mexico,35,Socorro,53,9999,9999,9999,Socorro County,7808
G3500550,2000,4,8,New Mexico,35,Taos,55,9999,9999,9999,Taos County,17404
G3500570,2000,4,8,New Mexico,35,Torrance,57,9999,9999,9999,Torrance County,7257
G3500590,2000,4,8,New Mexico,35,Union,59,9999,9999,9999,Union County,2225
G3500610,2000,4,8,New Mexico,35,Valencia,61,200,9999,9999,Valencia County,24643
G3600010,2000,1,2,New York,36,Albany,1,160,9999,9999,Albany County,129972
G3600030,2000,1,2,New York,36,Allegany,3,9999,9999,9999,Allegany County,24505
G3600050,2000,1,2,New York,36,Bronx,5,5602,5600,9999,Bronx County,490659
G3600070,2000,1,2,New York,36,Broome,7,960,9999,9999,Broome County,88817
G3600090,2000,1,2,New York,36,Cattaraugus,9,9999,9999,9999,Cattaraugus County,39839
G3600110,2000,1,2,New York,36,Cayuga,11,8160,9999,9999,Cayuga County,35477
G3600130,2000,1,2,New York,36,Chautauqua,13,3610,9999,9999,Chautauqua County,64900
G3600150,2000,1,2,New York,36,Chemung,15,2335,9999,9999,Chemung County,37745
G3600170,2000,1,2,New York,36,Chenango,17,9999,9999,9999,Chenango County,23890
G3600190,2000,1,2,New York,36,Clinton,19,9999,9999,9999,Clinton County,33091
G3600210,2000,1,2,New York,36,Columbia,21,9999,9999,9999,Columbia County,30207
G3600230,2000,1,2,New York,36,Cortland,23,9999,9999,9999,Cortland County,20116
G3600250,2000,1,2,New York,36,Delaware,25,9999,9999,9999,Delaware County,28952
G3600270,2000,1,2,New York,36,Dutchess,27,5602,2281,9999,Dutchess County,106103
G3600290,2000,1,2,New York,36,Erie,29,1280,9999,9999,Erie County,415868
G3600310,2000,1,2,New York,36,Essex,31,9999,9999,9999,Essex County,23115
G3600330,2000,1,2,New York,36,Franklin,33,9999,9999,9999,Franklin County,23936
G3600350,2000,1,2,New York,36,Fulton,35,9999,9999,9999,Fulton County,27787
G3600370,2000,1,2,New York,36,Genesee,37,6840,9999,9999,Genesee County,24190
G3600390,2000,1,2,New York,36,Greene,39,9999,9999,9999,Greene County,26544
G3600410,2000,1,2,New York,36,Hamilton,41,9999,9999,9999,Hamilton County,7965
G3600430,2000,1,2,New York,36,Herkimer,43,8680,9999,9999,Herkimer County,32026
G3600450,2000,1,2,New York,36,Jefferson,45,9999,9999,9999,Jefferson County,54070
G3600470,2000,1,2,New York,36,Kings,47,5602,5600,9999,Kings County,930866
G3600490,2000,1,2,New York,36,Lewis,49,9999,9999,9999,Lewis County,15134
G3600510,2000,1,2,New York,36,Livingston,51,6840,9999,9999,Livingston County,24023
G3600530,2000,1,2,New York,36,Madison,53,8160,9999,9999,Madison County,28646
G3600550,2000,1,2,New York,36,Monroe,55,6840,9999,9999,Monroe County,304388
G3600570,2000,1,2,New York,36,Montgomery,57,160,9999,9999,Montgomery County,22522
G3600590,2000,1,2,New York,36,Nassau,59,5602,5380,9999,Nassau County,458151
G3600610,2000,1,2,New York,36,New York,61,5602,5600,9999,New York County,798144
G3600630,2000,1,2,New York,36,Niagara,63,1280,9999,9999,Niagara County,95715
G3600650,2000,1,2,New York,36,Oneida,65,8680,9999,9999,Oneida County,102803
G3600670,2000,1,2,New York,36,Onondaga,67,8160,9999,9999,Onondaga County,196633
G3600690,2000,1,2,New York,36,Ontario,69,6840,9999,9999,Ontario County,42647
G3600710,2000,1,2,New York,36,Orange,71,5602,5660,9999,Orange County,122754
G3600730,2000,1,2,New York,36,Orleans,73,6840,9999,9999,Orleans County,17347
G3600750,2000,1,2,New York,36,Oswego,75,8160,9999,9999,Oswego County,52831
G3600770,2000,1,2,New York,36,Otsego,77,9999,9999,9999,Otsego County,28481
G3600790,2000,1,2,New York,36,Putnam,79,5602,5600,9999,Putnam County,35030
G3600810,2000,1,2,New York,36,Queens,81,5602,5600,9999,Queens County,817250
G3600830,2000,1,2,New York,36,Rensselaer,83,160,9999,9999,Rensselaer County,66120
G3600850,2000,1,2,New York,36,Richmond,85,5602,5600,9999,Richmond County,163993
G3600870,2000,1,2,New York,36,Rockland,87,5602,5600,9999,Rockland County,94973
G3600890,2000,1,2,New York,36,St Lawrence,89,9999,9999,9999,St. Lawrence County,49721
