GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CBV001
G2000810,1970,Kansas,20,Haskell,81,Haskell,1247
G2000830,1970,Kansas,20,Hodgeman,83,Hodgeman,1007
G2000850,1970,Kansas,20,Jackson,85,Jackson,3874
G2000870,1970,Kansas,20,Jefferson,87,Jefferson,4081
G2000890,1970,Kansas,20,Jewell,89,Jewell,2633
G2000910,1970,Kansas,20,Johnson,91,Johnson,67482
G2000930,1970,Kansas,20,Kearny,93,Kearny,1045
G2000950,1970,Kansas,20,Kingman,95,Kingman,3328
G2000970,1970,Kansas,20,Kiowa,97,Kiowa,1665
G2000990,1970,Kansas,20,Labette,99,Labette,9813
G2001010,1970,Kansas,20,Lane,101,Lane,1034
G2001030,1970,Kansas,20,Leavenworth,103,Leavenworth,14996
G2001050,1970,Kansas,20,Lincoln,105,Lincoln,2039
G2001070,1970,Kansas,20,Linn,107,Linn,3339
G2001090,1970,Kansas,20,Logan,109,Logan,1383
G2001110,1970,Kansas,20,Lyon,111,Lyon,11014
G2001130,1970,Kansas,20,McPherson,113,Mc Pherson,8582
G2001150,1970,Kansas,20,Marion,115,Marion,5285
G2001170,1970,Kansas,20,Marshall,117,Marshall,5405
G2001190,1970,Kansas,20,Meade,119,Meade,1914
G2001210,1970,Kansas,20,Miami,121,Miami,6635
G2001230,1970,Kansas,20,Mitchell,123,Mitchell,3131
G2001250,1970,Kansas,20,Montgomery,125,Montgomery,16233
G2001270,1970,Kansas,20,Morris,127,Morris,2908
G2001290,1970,Kansas,20,Morton,129,Morton,1273
G2001310,1970,Kansas,20,Nemaha,131,Nemaha,4214
G2001330,1970,Kansas,20,Neosho,133,Neosho,7134
G2001350,1970,Kansas,20,Ness,135,Ness,1950
G2001370,1970,Kansas,20,Norton,137,Norton,2815
G2001390,1970,Kansas,20,Osage,139,Osage,4918
G2001410,1970,Kansas,20,Osborne,141,Osborne,2729
G2001430,1970,Kansas,20,Ottawa,143,Ottawa,2505
G2001450,1970,Kansas,20,Pawnee,145,Pawnee,3181
G2001470,1970,Kansas,20,Phillips,147,Phillips,3091
G2001490,1970,Kansas,20,Pottawatomie,149,Pottawatomie,4313
G2001510,1970,Kansas,20,Pratt,151,Pratt,4099
G2001530,1970,Kansas,20,Rawlins,153,Rawlins,1724
G2001550,1970,Kansas,20,Reno,155,Reno,21792
G2001570,1970,Kansas,20,Republic,157,Republic,3634
G2001590,1970,Kansas,20,Rice,159,Rice,4745
G2001610,1970,Kansas,20,Riley,161,Riley,14865
G2001630,1970,Kansas,20,Rooks,163,Rooks,2847
G2001650,1970,Kansas,20,Rush,165,Rush,2080
G2001670,1970,Kansas,20,Russell,167,Russell,3735
G2001690,1970,Kansas,20,Saline,169,Saline,16588
G2001710,1970,Kansas,20,Scott,171,Scott,1955
G2001730,1970,Kansas,20,Sedgwick,173,Sedgwick,120666
G2001750,1970,Kansas,20,Seward,175,Seward,5290
G2001770,1970,Kansas,20,Shawnee,177,Shawnee,51940
G2001790,1970,Kansas,20,Sheridan,179,Sheridan,1307
G2001810,1970,Kansas,20,Sherman,181,Sherman,2763
G2001830,1970,Kansas,20,Smith,183,Smith,2750
G2001850,1970,Kansas,20,Stafford,185,Stafford,2602
G2001870,1970,Kansas,20,Stanton,187,Stanton,777
G2001890,1970,Kansas,20,Stevens,189,Stevens,1543
G2001910,1970,Kansas,20,Sumner,191,Sumner,8977
G2001930,1970,Kansas,20,Thomas,193,Thomas,2757
G2001950,1970,Kansas,20,Trego,195,Trego,1731
G2001970,1970,Kansas,20,Wabaunsee,197,Wabaunsee,2560
G2001990,1970,Kansas,20,Wallace,199,Wallace,805
G2002010,1970,Kansas,20,Washington,201,Washington,3705
G2002030,1970,Kansas,20,Wichita,203,Wichita,1029
G2002050,1970,Kansas,20,Wilson,205,Wilson,4780
G2002070,1970,Kansas,20,Woodson,207,Woodson,2032
G2002090,1970,Kansas,20,Wyandotte,209,Wyandotte,63484
G2100010,1970,Kentucky,21,Adair,1,Adair,4787
G2100030,1970,Kentucky,21,Allen,3,Allen,4665
G2100050,1970,Kentucky,21,Anderson,5,Anderson,3281
G2100070,1970,Kentucky,21,Ballard,7,Ballard,3133
G2100090,1970,Kentucky,21,Barren,9,Barren,10129
G2100110,1970,Kentucky,21,Bath,11,Bath,3217
G2100130,1970,Kentucky,21,Bell,13,Bell,9945
G2100150,1970,Kentucky,21,Boone,15,Boone,9850
G2100170,1970,Kentucky,21,Bourbon,17,Bourbon,6330
G2100190,1970,Kentucky,21,Boyd,19,Boyd,17730
G2100210,1970,Kentucky,21,Boyle,21,Boyle,7240
G2100230,1970,Kentucky,21,Bracken,23,Bracken,2602
G2100250,1970,Kentucky,21,Breathitt,25,Breathitt,4294
G2100270,1970,Kentucky,21,Breckinridge,27,Breckinridge,5685
G2100290,1970,Kentucky,21,Bullitt,29,Bullitt,7708
G2100310,1970,Kentucky,21,Butler,31,Butler,3449
G2100330,1970,Kentucky,21,Caldwell,33,Caldwell,4989
G2100350,1970,Kentucky,21,Calloway,35,Calloway,9855
G2100370,1970,Kentucky,21,Campbell,37,Campbell,28095
G2100390,1970,Kentucky,21,Carlisle,39,Carlisle,2027
G2100410,1970,Kentucky,21,Carroll,41,Carroll,2973
G2100430,1970,Kentucky,21,Carter,43,Carter,6414
G2100450,1970,Kentucky,21,Casey,45,Casey,4543
G2100470,1970,Kentucky,21,Christian,47,Christian,16222
G2100490,1970,Kentucky,21,Clark,49,Clark,8177
G2100510,1970,Kentucky,21,Clay,51,Clay,5454
G2100530,1970,Kentucky,21,Clinton,53,Clinton,2800
G2100550,1970,Kentucky,21,Crittenden,55,Crittenden,3339
G2100570,1970,Kentucky,21,Cumberland,57,Cumberland,2590
G2100590,1970,Kentucky,21,Daviess,59,Daviess,25363
G2100610,1970,Kentucky,21,Edmonson,61,Edmonson,3103
G2100630,1970,Kentucky,21,Elliott,63,Elliott,1880
G2100650,1970,Kentucky,21,Estill,65,Estill,4237
G2100670,1970,Kentucky,21,Fayette,67,Fayette,59422
G2100690,1970,Kentucky,21,Fleming,69,Fleming,4080
G2100710,1970,Kentucky,21,Floyd,71,Floyd,11399
G2100730,1970,Kentucky,21,Franklin,73,Franklin,11690
G2100750,1970,Kentucky,21,Fulton,75,Fulton,3777
G2100770,1970,Kentucky,21,Gallatin,77,Gallatin,1465
G2100790,1970,Kentucky,21,Garrard,79,Garrard,3564
G2100810,1970,Kentucky,21,Grant,81,Grant,3951
G2100830,1970,Kentucky,21,Graves,83,Graves,11636
G2100850,1970,Kentucky,21,Grayson,85,Grayson,6299
G2100870,1970,Kentucky,21,Green,87,Green,3914
G2100890,1970,Kentucky,21,Greenup,89,Greenup,10407
G2100910,1970,Kentucky,21,Hancock,91,Hancock,2368
G2100930,1970,Kentucky,21,Hardin,93,Hardin,18380
G2100950,1970,Kentucky,21,Harlan,95,Harlan,12534
G2100970,1970,Kentucky,21,Harrison,97,Harrison,5064
G2100990,1970,Kentucky,21,Hart,99,Hart,5015
G2101010,1970,Kentucky,21,Henderson,101,Henderson,12281
G2101030,1970,Kentucky,21,Henry,103,Henry,3913
G2101050,1970,Kentucky,21,Hickman,105,Hickman,2379
G2101070,1970,Kentucky,21,Hopkins,107,Hopkins,13434
G2101090,1970,Kentucky,21,Jackson,109,Jackson,3355
G2101110,1970,Kentucky,21,Jefferson,111,Jefferson,226490
G2101130,1970,Kentucky,21,Jessamine,113,Jessamine,5539
G2101150,1970,Kentucky,21,Johnson,115,Johnson,5970
G2101170,1970,Kentucky,21,Kenton,117,Kenton,42455
G2101190,1970,Kentucky,21,Knott,119,Knott,4350
G2101210,1970,Kentucky,21,Knox,121,Knox,7692
G2101230,1970,Kentucky,21,Larue,123,Larue,3636
G2101250,1970,Kentucky,21,Laurel,125,Laurel,8755
G2101270,1970,Kentucky,21,Lawrence,127,Lawrence,3941
G2101290,1970,Kentucky,21,Lee,129,Lee,2312
G2101310,1970,Kentucky,21,Leslie,131,Leslie,3286
G2101330,1970,Kentucky,21,Letcher,133,Letcher,7595
G2101350,1970,Kentucky,21,Lewis,135,Lewis,4115
G2101370,1970,Kentucky,21,Lincoln,137,Lincoln,5731
G2101390,1970,Kentucky,21,Livingston,139,Livingston,2983
G2101410,1970,Kentucky,21,Logan,141,Logan,7607
G2101430,1970,Kentucky,21,Lyon,143,Lyon,1839
G2101450,1970,Kentucky,21,McCracken,145,Mc Cracken,21079
G2101470,1970,Kentucky,21,McCreary,147,Mc Creary,3899
G2101490,1970,Kentucky,21,McLean,149,Mc Lean,3370
G2101510,1970,Kentucky,21,Madison,151,Madison,12560
G2101530,1970,Kentucky,21,Magoffin,153,Magoffin,3088
G2101550,1970,Kentucky,21,Marion,155,Marion,4769
G2101570,1970,Kentucky,21,Marshall,157,Marshall,7900
G2101590,1970,Kentucky,21,Martin,159,Martin,2614
G2101610,1970,Kentucky,21,Mason,161,Mason,5994
G2101630,1970,Kentucky,21,Meade,163,Meade,5792
G2101650,1970,Kentucky,21,Menifee,165,Menifee,1340
G2101670,1970,Kentucky,21,Mercer,167,Mercer,6068
G2101690,1970,Kentucky,21,Metcalfe,169,Metcalfe,2916
G2101710,1970,Kentucky,21,Monroe,171,Monroe,4264
G2101730,1970,Kentucky,21,Montgomery,173,Montgomery,5123
G2101750,1970,Kentucky,21,Morgan,175,Morgan,3308
G2101770,1970,Kentucky,21,Muhlenberg,177,Muhlenberg,9637
G2101790,1970,Kentucky,21,Nelson,179,Nelson,6756
G2101810,1970,Kentucky,21,Nicholas,181,Nicholas,2422
G2101830,1970,Kentucky,21,Ohio,183,Ohio,6709
G2101850,1970,Kentucky,21,Oldham,185,Oldham,4249
G2101870,1970,Kentucky,21,Owen,187,Owen,3097
G2101890,1970,Kentucky,21,Owsley,189,Owsley,1763
G2101910,1970,Kentucky,21,Pendleton,191,Pendleton,3409
G2101930,1970,Kentucky,21,Perry,193,Perry,7876
G2101950,1970,Kentucky,21,Pike,195,Pike,18645
G2101970,1970,Kentucky,21,Powell,197,Powell,2399
G2101990,1970,Kentucky,21,Pulaski,199,Pulaski,12983
G2102010,1970,Kentucky,21,Robertson,201,Robertson,830
G2102030,1970,Kentucky,21,Rockcastle,203,Rockcastle,3999
G2102050,1970,Kentucky,21,Rowan,205,Rowan,4489
G2102070,1970,Kentucky,21,Russell,207,Russell,4289
G2102090,1970,Kentucky,21,Scott,209,Scott,5851
G2102110,1970,Kentucky,21,Shelby,211,Shelby,6451
G2102130,1970,Kentucky,21,Simpson,213,Simpson,4555
G2102150,1970,Kentucky,21,Spencer,215,Spencer,1790
G2102170,1970,Kentucky,21,Taylor,217,Taylor,5822
G2102190,1970,Kentucky,21,Todd,219,Todd,3797
G2102210,1970,Kentucky,21,Trigg,221,Trigg,3069
G2102230,1970,Kentucky,21,Trimble,223,Trimble,1823
G2102250,1970,Kentucky,21,Union,225,Union,4898
G2102270,1970,Kentucky,21,Warren,227,Warren,18388
G2102290,1970,Kentucky,21,Washington,229,Washington,3318
G2102310,1970,Kentucky,21,Wayne,231,Wayne,4923
G2102330,1970,Kentucky,21,Webster,233,Webster,5196
G2102350,1970,Kentucky,21,Whitley,235,Whitley,8211
G2102370,1970,Kentucky,21,Wolfe,237,Wolfe,1770
G2102390,1970,Kentucky,21,Woodford,239,Woodford,4726
G2200010,1970,Louisiana,22,Acadia,1,Acadia,15998
G2200030,1970,Louisiana,22,Allen,3,Allen,6500
G2200050,1970,Louisiana,22,Ascension,5,Ascension,11193
G2200070,1970,Louisiana,22,Assumption,7,Assumption,5347
G2200090,1970,Louisiana,22,Avoyelles,9,Avoyelles,12011
G2200110,1970,Louisiana,22,Beauregard,11,Beauregard,7899
G2200130,1970,Louisiana,22,Bienville,13,Bienville,5626
G2200150,1970,Louisiana,22,Bossier,15,Bossier,20230
G2200170,1970,Louisiana,22,Caddo,17,Caddo,78640
G2200190,1970,Louisiana,22,Calcasieu,19,Calcasieu,45456
G2200210,1970,Louisiana,22,Caldwell,21,Caldwell,3233
G2200230,1970,Louisiana,22,Cameron,23,Cameron,3296
G2200250,1970,Louisiana,22,Catahoula,25,Catahoula,3765
G2200270,1970,Louisiana,22,Claiborne,27,Claiborne,5888
G2200290,1970,Louisiana,22,Concordia,29,Concordia,7148
G2200310,1970,Louisiana,22,De Soto,31,De Soto,7834
G2200330,1970,Louisiana,22,East Baton Rouge,33,East Baton Rouge,88843
G2200350,1970,Louisiana,22,East Carroll,35,East Carroll,3866
G2200370,1970,Louisiana,22,East Feliciana,37,East Feliciana,4205
G2200390,1970,Louisiana,22,Evangeline,39,Evangeline,10380
G2200410,1970,Louisiana,22,Franklin,41,Franklin,7522
G2200430,1970,Louisiana,22,Grant,43,Grant,5150
G2200450,1970,Louisiana,22,Iberia,45,Iberia,16609
G2200470,1970,Louisiana,22,Iberville,47,Iberville,9141
G2200490,1970,Louisiana,22,Jackson,49,Jackson,5507
G2200510,1970,Louisiana,22,Jefferson,51,Jefferson,101325
G2200530,1970,Louisiana,22,Jefferson Davis,53,Jefferson Davis,9257
G2200550,1970,Louisiana,22,Lafayette,55,Lafayette,32051
G2200570,1970,Louisiana,22,Lafourche,57,Lafourche,19183
G2200590,1970,Louisiana,22,La Salle,59,La Salle,4775
G2200610,1970,Louisiana,22,Lincoln,61,Lincoln,9764
G2200630,1970,Louisiana,22,Livingston,63,Livingston,11883
G2200650,1970,Louisiana,22,Madison,65,Madison,4852
G2200670,1970,Louisiana,22,Morehouse,67,Morehouse,10419
G2200690,1970,Louisiana,22,Natchitoches,69,Natchitoches,11179
G2200710,1970,Louisiana,22,Orleans,71,Orleans,208536
G2200730,1970,Louisiana,22,Ouachita,73,Ouachita,36776
G2200750,1970,Louisiana,22,Plaquemines,75,Plaquemines,6836
G2200770,1970,Louisiana,22,Pointe Coupee,77,Pointe Coupee,7002
G2200790,1970,Louisiana,22,Rapides,79,Rapides,37190
G2200810,1970,Louisiana,22,Red River,81,Red River,3171
G2200830,1970,Louisiana,22,Richland,83,Richland,7217
G2200850,1970,Louisiana,22,Sabine,85,Sabine,6631
G2200870,1970,Louisiana,22,St Bernard,87,St Bernard,14226
G2200890,1970,Louisiana,22,St Charles,89,St Charles,8210
G2200910,1970,Louisiana,22,St Helena,91,St Helena,2790
G2200930,1970,Louisiana,22,St James,93,St James,4813
G2200950,1970,Louisiana,22,St John The Baptist,95,St John The Baptist,6470
G2200970,1970,Louisiana,22,St Landry,97,St Landry,24197
G2200990,1970,Louisiana,22,St Martin,99,St Martin,9739
G2201010,1970,Louisiana,22,St Mary,101,St Mary,17297
G2201030,1970,Louisiana,22,St Tammany,103,St Tammany,21251
G2201050,1970,Louisiana,22,Tangipahoa,105,Tangipahoa,20701
G2201070,1970,Louisiana,22,Tensas,107,Tensas,3306
G2201090,1970,Louisiana,22,Terrebonne,109,Terrebonne,20837
G2201110,1970,Louisiana,22,Union,111,Union,6483
G2201130,1970,Louisiana,22,Vermilion,113,Vermilion,13751
G2201150,1970,Louisiana,22,Vernon,115,Vernon,10458
G2201170,1970,Louisiana,22,Washington,117,Washington,14110
G2201190,1970,Louisiana,22,Webster,119,Webster,14139
G2201210,1970,Louisiana,22,West Baton Rouge,121,West Baton Rouge,4875
G2201230,1970,Louisiana,22,West Carroll,123,West Carroll,4224
G2201250,1970,Louisiana,22,West Feliciana,125,West Feliciana,1912
G2201270,1970,Louisiana,22,Winn,127,Winn,5910
G2300010,1970,Maine,23,Androscoggin,1,Androscoggin,31994
G2300030,1970,Maine,23,Aroostook,3,Aroostook,30837
G2300050,1970,Maine,23,Cumberland,5,Cumberland,74065
G2300070,1970,Maine,23,Franklin,7,Franklin,10496
G2300090,1970,Maine,23,Hancock,9,Hancock,19955
G2300110,1970,Maine,23,Kennebec,11,Kennebec,34781
G2300130,1970,Maine,23,Knox,13,Knox,13270
G2300150,1970,Maine,23,Lincoln,15,Lincoln,11702
G2300170,1970,Maine,23,Oxford,17,Oxford,19150
G2300190,1970,Maine,23,Penobscot,19,Penobscot,42791
G2300210,1970,Maine,23,Piscataquis,21,Piscataquis,9324
G2300230,1970,Maine,23,Sagadahoc,23,Sagadahoc,9449
G2300250,1970,Maine,23,Somerset,25,Somerset,16558
G2300270,1970,Maine,23,Waldo,27,Waldo,10246
G2300290,1970,Maine,23,Washington,29,Washington,14021
G2300310,1970,Maine,23,York,31,York,48530
G2400010,1970,Maryland,24,Allegany,1,Allegany,29611
G2400030,1970,Maryland,24,Anne Arundel,3,Anne Arundel,88713
G2400050,1970,Maryland,24,Baltimore,5,Baltimore,190813
G2400090,1970,Maryland,24,Calvert,9,Calvert,7906
G2400110,1970,Maryland,24,Caroline,11,Caroline,7000
G2400130,1970,Maryland,24,Carroll,13,Carroll,20175
G2400150,1970,Maryland,24,Cecil,15,Cecil,16421
G2400170,1970,Maryland,24,Charles,17,Charles,13550
G2400190,1970,Maryland,24,Dorchester,19,Dorchester,10992
G2400210,1970,Maryland,24,Frederick,21,Frederick,26384
G2400230,1970,Maryland,24,Garrett,23,Garrett,8669
G2400250,1970,Maryland,24,Harford,25,Harford,33483
G2400270,1970,Maryland,24,Howard,27,Howard,17969
G2400290,1970,Maryland,24,Kent,29,Kent,6283
G2400310,1970,Maryland,24,Montgomery,31,Montgomery,161378
G2400330,1970,Maryland,24,Prince Georges,33,Prince Georges,200230
G2400350,1970,Maryland,24,Queen Anne's,35,Queen Annes,6804
G2400370,1970,Maryland,24,St Mary's,37,St Marys,14254
G2400390,1970,Maryland,24,Somerset,39,Somerset,6971
G2400410,1970,Maryland,24,Talbot,41,Talbot,8967
G2400430,1970,Maryland,24,Washington,43,Washington,34451
G2400450,1970,Maryland,24,Wicomico,45,Wicomico,18389
G2400470,1970,Maryland,24,Worcester,47,Worcester,13630
G2405100,1970,Maryland,24,Baltimore City,510,Baltimore City,305521
G2500010,1970,Massachusetts,25,Barnstable,1,Barnstable,65676
G2500030,1970,Massachusetts,25,Berkshire,3,Berkshire,51321
G2500050,1970,Massachusetts,25,Bristol,5,Bristol,148106
G2500070,1970,Massachusetts,25,Dukes,7,Dukes,5510
G2500090,1970,Massachusetts,25,Essex,9,Essex,216201
G2500110,1970,Massachusetts,25,Franklin,11,Franklin,21576
G2500130,1970,Massachusetts,25,Hampden,13,Hampden,151498
G2500150,1970,Massachusetts,25,Hampshire,15,Hampshire,35951
G2500170,1970,Massachusetts,25,Middlesex,17,Middlesex,431048
G2500190,1970,Massachusetts,25,Nantucket,19,Nantucket,3063
G2500210,1970,Massachusetts,25,Norfolk,21,Norfolk,181211
G2500230,1970,Massachusetts,25,Plymouth,23,Plymouth,110662
G2500250,1970,Massachusetts,25,Suffolk,25,Suffolk,264471
G2500270,1970,Massachusetts,25,Worcester,27,Worcester,204106
G2600010,1970,Michigan,26,Alcona,1,Alcona,6267
G2600030,1970,Michigan,26,Alger,3,Alger,3906
G2600050,1970,Michigan,26,Allegan,5,Allegan,23679
G2600070,1970,Michigan,26,Alpena,7,Alpena,10468
G2600090,1970,Michigan,26,Antrim,9,Antrim,7380
G2600110,1970,Michigan,26,Arenac,11,Arenac,5340
G2600130,1970,Michigan,26,Baraga,13,Baraga,3112
G2600150,1970,Michigan,26,Barry,15,Barry,14733
G2600170,1970,Michigan,26,Bay,17,Bay,36579
G2600190,1970,Michigan,26,Benzie,19,Benzie,5869
G2600210,1970,Michigan,26,Berrien,21,Berrien,59647
G2600230,1970,Michigan,26,Branch,23,Branch,13865
G2600250,1970,Michigan,26,Calhoun,25,Calhoun,46856
G2600270,1970,Michigan,26,Cass,27,Cass,17276
G2600290,1970,Michigan,26,Charlevoix,29,Charlevoix,7617
G2600310,1970,Michigan,26,Cheboygan,31,Cheboygan,8924
G2600330,1970,Michigan,26,Chippewa,33,Chippewa,13071
G2600350,1970,Michigan,26,Clare,35,Clare,12802
G2600370,1970,Michigan,26,Clinton,37,Clinton,14100
G2600390,1970,Michigan,26,Crawford,39,Crawford,4010
G2600410,1970,Michigan,26,Delta,41,Delta,13185
G2600430,1970,Michigan,26,Dickinson,43,Dickinson,9417
G2600450,1970,Michigan,26,Eaton,45,Eaton,20849
G2600470,1970,Michigan,26,Emmet,47,Emmet,8904
G2600490,1970,Michigan,26,Genesee,49,Genesee,135665
G2600510,1970,Michigan,26,Gladwin,51,Gladwin,8855
G2600530,1970,Michigan,26,Gogebic,53,Gogebic,8906
G2600550,1970,Michigan,26,Grand Traverse,55,Grand Traverse,15447
G2600570,1970,Michigan,26,Gratiot,57,Gratiot,12298
G2600590,1970,Michigan,26,Hillsdale,59,Hillsdale,13488
G2600610,1970,Michigan,26,Houghton,61,Houghton,14081
G2600630,1970,Michigan,26,Huron,63,Huron,14647
G2600650,1970,Michigan,26,Ingham,65,Ingham,81140
G2600670,1970,Michigan,26,Ionia,67,Ionia,14207
G2600690,1970,Michigan,26,Iosco,69,Iosco,13937
G2600710,1970,Michigan,26,Iron,71,Iron,6874
G2600730,1970,Michigan,26,Isabella,73,Isabella,12447
G2600750,1970,Michigan,26,Jackson,75,Jackson,45011
G2600770,1970,Michigan,26,Kalamazoo,77,Kalamazoo,62529
G2600790,1970,Michigan,26,Kalkaska,79,Kalkaska,3034
G2600810,1970,Michigan,26,Kent,81,Kent,131820
G2600830,1970,Michigan,26,Keweenaw,83,Keweenaw,1744
G2600850,1970,Michigan,26,Lake,85,Lake,6551
G2600870,1970,Michigan,26,Lapeer,87,Lapeer,15698
G2600890,1970,Michigan,26,Leelanau,89,Leelanau,6327
G2600910,1970,Michigan,26,Lenawee,91,Lenawee,27621
G2600930,1970,Michigan,26,Livingston,93,Livingston,20591
G2600950,1970,Michigan,26,Luce,95,Luce,2503
G2600970,1970,Michigan,26,Mackinac,97,Mackinac,6011
G2600990,1970,Michigan,26,Macomb,99,Macomb,176491
G2601010,1970,Michigan,26,Manistee,101,Manistee,9346
G2601030,1970,Michigan,26,Marquette,103,Marquette,21898
G2601050,1970,Michigan,26,Mason,105,Mason,10491
G2601070,1970,Michigan,26,Mecosta,107,Mecosta,11092
G2601090,1970,Michigan,26,Menominee,109,Menominee,9258
G2601110,1970,Michigan,26,Midland,111,Midland,19753
G2601130,1970,Michigan,26,Missaukee,113,Missaukee,3752
G2601150,1970,Michigan,26,Monroe,115,Monroe,34244
G2601170,1970,Michigan,26,Montcalm,117,Montcalm,16428
G2601190,1970,Michigan,26,Montmorency,119,Montmorency,4830
G2601210,1970,Michigan,26,Muskegon,121,Muskegon,49895
G2601230,1970,Michigan,26,Newaygo,123,Newaygo,12982
G2601250,1970,Michigan,26,Oakland,125,Oakland,275652
G2601270,1970,Michigan,26,Oceana,127,Oceana,8257
G2601290,1970,Michigan,26,Ogemaw,129,Ogemaw,9262
G2601310,1970,Michigan,26,Ontonagon,131,Ontonagon,4334
G2601330,1970,Michigan,26,Osceola,133,Osceola,6766
G2601350,1970,Michigan,26,Oscoda,135,Oscoda,5014
G2601370,1970,Michigan,26,Otsego,137,Otsego,5150
G2601390,1970,Michigan,26,Ottawa,139,Ottawa,38411
G2601410,1970,Michigan,26,Presque Isle,141,Presque Isle,5706
G2601430,1970,Michigan,26,Roscommon,143,Roscommon,13210
G2601450,1970,Michigan,26,Saginaw,145,Saginaw,65817
G2601470,1970,Michigan,26,St Clair,147,St Clair,41553
G2601490,1970,Michigan,26,St Joseph,149,St Joseph,17816
G2601510,1970,Michigan,26,Sanilac,151,Sanilac,14841
G2601530,1970,Michigan,26,Schoolcraft,153,Schoolcraft,3864
G2601550,1970,Michigan,26,Shiawassee,155,Shiawassee,19401
G2601570,1970,Michigan,26,Tuscola,157,Tuscola,15523
G2601590,1970,Michigan,26,Van Buren,159,Van Buren,23903
G2601610,1970,Michigan,26,Washtenaw,161,Washtenaw,72340
G2601630,1970,Michigan,26,Wayne,163,Wayne,870157
G2601650,1970,Michigan,26,Wexford,165,Wexford,7845
G2700010,1970,Minnesota,27,Aitkin,1,Aitkin,7798
G2700030,1970,Minnesota,27,Anoka,3,Anoka,40813
G2700050,1970,Minnesota,27,Becker,5,Becker,10912
G2700070,1970,Minnesota,27,Beltrami,7,Beltrami,9590
G2700090,1970,Minnesota,27,Benton,9,Benton,6018
G2700110,1970,Minnesota,27,Big Stone,11,Big Stone,3024
G2700130,1970,Minnesota,27,Blue Earth,13,Blue Earth,15767
G2700150,1970,Minnesota,27,Brown,15,Brown,9070
G2700170,1970,Minnesota,27,Carlton,17,Carlton,9044
G2700190,1970,Minnesota,27,Carver,19,Carver,8264
G2700210,1970,Minnesota,27,Cass,21,Cass,11004
G2700230,1970,Minnesota,27,Chippewa,23,Chippewa,5308
G2700250,1970,Minnesota,27,Chisago,25,Chisago,6430
G2700270,1970,Minnesota,27,Clay,27,Clay,13942
G2700290,1970,Minnesota,27,Clearwater,29,Clearwater,3167
G2700310,1970,Minnesota,27,Cook,31,Cook,2360
G2700330,1970,Minnesota,27,Cottonwood,33,Cottonwood,5130
G2700350,1970,Minnesota,27,Crow Wing,35,Crow Wing,19799
G2700370,1970,Minnesota,27,Dakota,37,Dakota,39224
G2700390,1970,Minnesota,27,Dodge,39,Dodge,4128
G2700410,1970,Minnesota,27,Douglas,41,Douglas,9068
G2700430,1970,Minnesota,27,Faribault,43,Faribault,7232
G2700450,1970,Minnesota,27,Fillmore,45,Fillmore,7637
G2700470,1970,Minnesota,27,Freeborn,47,Freeborn,12412
G2700490,1970,Minnesota,27,Goodhue,49,Goodhue,11424
G2700510,1970,Minnesota,27,Grant,51,Grant,2908
G2700530,1970,Minnesota,27,Hennepin,53,Hennepin,320479
G2700550,1970,Minnesota,27,Houston,55,Houston,5486
G2700570,1970,Minnesota,27,Hubbard,57,Hubbard,6062
G2700590,1970,Minnesota,27,Isanti,59,Isanti,5574
G2700610,1970,Minnesota,27,Itasca,61,Itasca,14944
G2700630,1970,Minnesota,27,Jackson,63,Jackson,4918
G2700650,1970,Minnesota,27,Kanabec,65,Kanabec,3735
G2700670,1970,Minnesota,27,Kandiyohi,67,Kandiyohi,11109
G2700690,1970,Minnesota,27,Kittson,69,Kittson,2747
G2700710,1970,Minnesota,27,Koochiching,71,Koochiching,6277
G2700730,1970,Minnesota,27,Lac Qui Parle,73,Lac Qui Parle,3984
G2700750,1970,Minnesota,27,Lake,75,Lake,4942
G2700770,1970,Minnesota,27,Lake Of The Woods,77,Lake Of The Woods,1730
G2700790,1970,Minnesota,27,Le Sueur,79,Le Sueur,7672
G2700810,1970,Minnesota,27,Lincoln,81,Lincoln,2882
G2700830,1970,Minnesota,27,Lyon,83,Lyon,7526
G2700850,1970,Minnesota,27,McLeod,85,Mc Leod,8767
G2700870,1970,Minnesota,27,Mahnomen,87,Mahnomen,2148
G2700890,1970,Minnesota,27,Marshall,89,Marshall,4660
G2700910,1970,Minnesota,27,Martin,91,Martin,8451
G2700930,1970,Minnesota,27,Meeker,93,Meeker,6741
G2700950,1970,Minnesota,27,Mille Lacs,95,Mille Lacs,6055
G2700970,1970,Minnesota,27,Morrison,97,Morrison,9055
G2700990,1970,Minnesota,27,Mower,99,Mower,13980
G2701010,1970,Minnesota,27,Murray,101,Murray,4236
G2701030,1970,Minnesota,27,Nicollet,103,Nicollet,6843
G2701050,1970,Minnesota,27,Nobles,105,Nobles,7386
G2701070,1970,Minnesota,27,Norman,107,Norman,3722
G2701090,1970,Minnesota,27,Olmsted,109,Olmsted,26639
G2701110,1970,Minnesota,27,Otter Tail,111,Otter Tail,20486
G2701130,1970,Minnesota,27,Pennington,113,Pennington,4451
G2701150,1970,Minnesota,27,Pine,115,Pine,7102
G2701170,1970,Minnesota,27,Pipestone,117,Pipestone,4286
G2701190,1970,Minnesota,27,Polk,119,Polk,12343
G2701210,1970,Minnesota,27,Pope,121,Pope,4500
G2701230,1970,Minnesota,27,Ramsey,123,Ramsey,153623
