GISJOIN,YEAR,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESA001
G3000670,1990,Park,67,,8,9999,,9999,4,Montana,30,,,,Park County,6926
G3000690,1990,Petroleum,69,,8,9999,,9999,4,Montana,30,,,,Petroleum County,293
G3000710,1990,Phillips,71,,8,9999,,9999,4,Montana,30,,,,Phillips County,2765
G3000730,1990,Pondera,73,,8,9999,,9999,4,Montana,30,,,,Pondera County,2618
G3000750,1990,Powder River,75,,8,9999,,9999,4,Montana,30,,,,Powder River County,1096
G3000770,1990,Powell,77,,8,9999,,9999,4,Montana,30,,,,Powell County,2835
G3000790,1990,Prairie,79,,8,9999,,9999,4,Montana,30,,,,Prairie County,749
G3000810,1990,Ravalli,81,,8,9999,,9999,4,Montana,30,,,,Ravalli County,11099
G3000830,1990,Richland,83,,8,9999,,9999,4,Montana,30,,,,Richland County,4825
G3000850,1990,Roosevelt,85,,8,9999,,9999,4,Montana,30,,,,Roosevelt County,4265
G3000870,1990,Rosebud,87,,8,9999,,9999,4,Montana,30,,,,Rosebud County,4251
G3000890,1990,Sanders,89,,8,9999,,9999,4,Montana,30,,,,Sanders County,4335
G3000910,1990,Sheridan,91,,8,9999,,9999,4,Montana,30,,,,Sheridan County,2417
G3000930,1990,Silver Bow,93,,8,9999,,9999,4,Montana,30,,,,Silver Bow County,15474
G3000950,1990,Stillwater,95,,8,9999,,9999,4,Montana,30,,,,Stillwater County,3291
G3000970,1990,Sweet Grass,97,,8,9999,,9999,4,Montana,30,,,,Sweet Grass County,1639
G3000990,1990,Teton,99,,8,9999,,9999,4,Montana,30,,,,Teton County,2725
G3001010,1990,Toole,101,,8,9999,,9999,4,Montana,30,,,,Toole County,2354
G3001030,1990,Treasure,103,,8,9999,,9999,4,Montana,30,,,,Treasure County,448
G3001050,1990,Valley,105,,8,9999,,9999,4,Montana,30,,,,Valley County,5304
G3001070,1990,Wheatland,107,,8,9999,,9999,4,Montana,30,,,,Wheatland County,1129
G3001090,1990,Wibaux,109,,8,9999,,9999,4,Montana,30,,,,Wibaux County,563
G3001110,1990,Yellowstone,111,,8,880,,9999,4,Montana,30,,,,Yellowstone County,48781
G3001130,1990,Yellowstone National Park,113,,8,9999,,9999,4,Montana,30,,,,Yellowstone National Park,46
G3100010,1990,Adams,1,,4,9999,,9999,2,Nebraska,31,,,,Adams County,12491
G3100030,1990,Antelope,3,,4,9999,,9999,2,Nebraska,31,,,,Antelope County,3478
G3100050,1990,Arthur,5,,4,9999,,9999,2,Nebraska,31,,,,Arthur County,242
G3100070,1990,Banner,7,,4,9999,,9999,2,Nebraska,31,,,,Banner County,366
G3100090,1990,Blaine,9,,4,9999,,9999,2,Nebraska,31,,,,Blaine County,381
G3100110,1990,Boone,11,,4,9999,,9999,2,Nebraska,31,,,,Boone County,2878
G3100130,1990,Box Butte,13,,4,9999,,9999,2,Nebraska,31,,,,Box Butte County,5534
G3100150,1990,Boyd,15,,4,9999,,9999,2,Nebraska,31,,,,Boyd County,1538
G3100170,1990,Brown,17,,4,9999,,9999,2,Nebraska,31,,,,Brown County,1950
G3100190,1990,Buffalo,19,,4,9999,,9999,2,Nebraska,31,,,,Buffalo County,14538
G3100210,1990,Burt,21,,4,9999,,9999,2,Nebraska,31,,,,Burt County,3740
G3100230,1990,Butler,23,,4,9999,,9999,2,Nebraska,31,,,,Butler County,3801
G3100250,1990,Cass,25,,4,9999,,9999,2,Nebraska,31,,,,Cass County,8951
G3100270,1990,Cedar,27,,4,9999,,9999,2,Nebraska,31,,,,Cedar County,4149
G3100290,1990,Chase,29,,4,9999,,9999,2,Nebraska,31,,,,Chase County,2011
G3100310,1990,Cherry,31,,4,9999,,9999,2,Nebraska,31,,,,Cherry County,3023
G3100330,1990,Cheyenne,33,,4,9999,,9999,2,Nebraska,31,,,,Cheyenne County,4345
G3100350,1990,Clay,35,,4,9999,,9999,2,Nebraska,31,,,,Clay County,3173
G3100370,1990,Colfax,37,,4,9999,,9999,2,Nebraska,31,,,,Colfax County,3971
G3100390,1990,Cuming,39,,4,9999,,9999,2,Nebraska,31,,,,Cuming County,4132
G3100410,1990,Custer,41,,4,9999,,9999,2,Nebraska,31,,,,Custer County,5728
G3100430,1990,Dakota,43,,4,7720,,9999,2,Nebraska,31,,,,Dakota County,6486
G3100450,1990,Dawes,45,,4,9999,,9999,2,Nebraska,31,,,,Dawes County,3909
G3100470,1990,Dawson,47,,4,9999,,9999,2,Nebraska,31,,,,Dawson County,9021
G3100490,1990,Deuel,49,,4,9999,,9999,2,Nebraska,31,,,,Deuel County,1075
G3100510,1990,Dixon,51,,4,9999,,9999,2,Nebraska,31,,,,Dixon County,2613
G3100530,1990,Dodge,53,,4,9999,,9999,2,Nebraska,31,,,,Dodge County,14601
G3100550,1990,Douglas,55,,4,5920,,9999,2,Nebraska,31,,,,Douglas County,172335
G3100570,1990,Dundy,57,,4,9999,,9999,2,Nebraska,31,,,,Dundy County,1326
G3100590,1990,Fillmore,59,,4,9999,,9999,2,Nebraska,31,,,,Fillmore County,3102
G3100610,1990,Franklin,61,,4,9999,,9999,2,Nebraska,31,,,,Franklin County,1950
G3100630,1990,Frontier,63,,4,9999,,9999,2,Nebraska,31,,,,Frontier County,1565
G3100650,1990,Furnas,65,,4,9999,,9999,2,Nebraska,31,,,,Furnas County,2905
G3100670,1990,Gage,67,,4,9999,,9999,2,Nebraska,31,,,,Gage County,9735
G3100690,1990,Garden,69,,4,9999,,9999,2,Nebraska,31,,,,Garden County,1343
G3100710,1990,Garfield,71,,4,9999,,9999,2,Nebraska,31,,,,Garfield County,1021
G3100730,1990,Gosper,73,,4,9999,,9999,2,Nebraska,31,,,,Gosper County,1212
G3100750,1990,Grant,75,,4,9999,,9999,2,Nebraska,31,,,,Grant County,425
G3100770,1990,Greeley,77,,4,9999,,9999,2,Nebraska,31,,,,Greeley County,1284
G3100790,1990,Hall,79,,4,9999,,9999,2,Nebraska,31,,,,Hall County,19528
G3100810,1990,Hamilton,81,,4,9999,,9999,2,Nebraska,31,,,,Hamilton County,3589
G3100830,1990,Harlan,83,,4,9999,,9999,2,Nebraska,31,,,,Harlan County,2409
G3100850,1990,Hayes,85,,4,9999,,9999,2,Nebraska,31,,,,Hayes County,583
G3100870,1990,Hitchcock,87,,4,9999,,9999,2,Nebraska,31,,,,Hitchcock County,1873
G3100890,1990,Holt,89,,4,9999,,9999,2,Nebraska,31,,,,Holt County,5472
G3100910,1990,Hooker,91,,4,9999,,9999,2,Nebraska,31,,,,Hooker County,433
G3100930,1990,Howard,93,,4,9999,,9999,2,Nebraska,31,,,,Howard County,2598
G3100950,1990,Jefferson,95,,4,9999,,9999,2,Nebraska,31,,,,Jefferson County,4082
G3100970,1990,Johnson,97,,4,9999,,9999,2,Nebraska,31,,,,Johnson County,2153
G3100990,1990,Kearney,99,,4,9999,,9999,2,Nebraska,31,,,,Kearney County,2756
G3101010,1990,Keith,101,,4,9999,,9999,2,Nebraska,31,,,,Keith County,4938
G3101030,1990,Keya Paha,103,,4,9999,,9999,2,Nebraska,31,,,,Keya Paha County,584
G3101050,1990,Kimball,105,,4,9999,,9999,2,Nebraska,31,,,,Kimball County,1967
G3101070,1990,Knox,107,,4,9999,,9999,2,Nebraska,31,,,,Knox County,4799
G3101090,1990,Lancaster,109,,4,4360,,9999,2,Nebraska,31,,,,Lancaster County,86734
G3101110,1990,Lincoln,111,,4,9999,,9999,2,Nebraska,31,,,,Lincoln County,14210
G3101130,1990,Logan,113,,4,9999,,9999,2,Nebraska,31,,,,Logan County,387
G3101150,1990,Loup,115,,4,9999,,9999,2,Nebraska,31,,,,Loup County,399
G3101170,1990,McPherson,117,,4,9999,,9999,2,Nebraska,31,,,,McPherson County,257
G3101190,1990,Madison,119,,4,9999,,9999,2,Nebraska,31,,,,Madison County,13069
G3101210,1990,Merrick,121,,4,9999,,9999,2,Nebraska,31,,,,Merrick County,3533
G3101230,1990,Morrill,123,,4,9999,,9999,2,Nebraska,31,,,,Morrill County,2530
G3101250,1990,Nance,125,,4,9999,,9999,2,Nebraska,31,,,,Nance County,1807
G3101270,1990,Nemaha,127,,4,9999,,9999,2,Nebraska,31,,,,Nemaha County,3432
G3101290,1990,Nuckolls,129,,4,9999,,9999,2,Nebraska,31,,,,Nuckolls County,2699
G3101310,1990,Otoe,131,,4,9999,,9999,2,Nebraska,31,,,,Otoe County,6137
G3101330,1990,Pawnee,133,,4,9999,,9999,2,Nebraska,31,,,,Pawnee County,1674
G3101350,1990,Perkins,135,,4,9999,,9999,2,Nebraska,31,,,,Perkins County,1537
G3101370,1990,Phelps,137,,4,9999,,9999,2,Nebraska,31,,,,Phelps County,4084
G3101390,1990,Pierce,139,,4,9999,,9999,2,Nebraska,31,,,,Pierce County,3177
G3101410,1990,Platte,141,,4,9999,,9999,2,Nebraska,31,,,,Platte County,11716
G3101430,1990,Polk,143,,4,9999,,9999,2,Nebraska,31,,,,Polk County,2742
G3101450,1990,Red Willow,145,,4,9999,,9999,2,Nebraska,31,,,,Red Willow County,5279
G3101470,1990,Richardson,147,,4,9999,,9999,2,Nebraska,31,,,,Richardson County,4704
G3101490,1990,Rock,149,,4,9999,,9999,2,Nebraska,31,,,,Rock County,1001
G3101510,1990,Saline,151,,4,9999,,9999,2,Nebraska,31,,,,Saline County,5299
G3101530,1990,Sarpy,153,,4,5920,,9999,2,Nebraska,31,,,,Sarpy County,35994
G3101550,1990,Saunders,155,,4,9999,,9999,2,Nebraska,31,,,,Saunders County,7594
G3101570,1990,Scotts Bluff,157,,4,9999,,9999,2,Nebraska,31,,,,Scotts Bluff County,15514
G3101590,1990,Seward,159,,4,9999,,9999,2,Nebraska,31,,,,Seward County,5908
G3101610,1990,Sheridan,161,,4,9999,,9999,2,Nebraska,31,,,,Sheridan County,3211
G3101630,1990,Sherman,163,,4,9999,,9999,2,Nebraska,31,,,,Sherman County,1874
G3101650,1990,Sioux,165,,4,9999,,9999,2,Nebraska,31,,,,Sioux County,869
G3101670,1990,Stanton,167,,4,9999,,9999,2,Nebraska,31,,,,Stanton County,2355
G3101690,1990,Thayer,169,,4,9999,,9999,2,Nebraska,31,,,,Thayer County,3017
G3101710,1990,Thomas,171,,4,9999,,9999,2,Nebraska,31,,,,Thomas County,404
G3101730,1990,Thurston,173,,4,9999,,9999,2,Nebraska,31,,,,Thurston County,2548
G3101750,1990,Valley,175,,4,9999,,9999,2,Nebraska,31,,,,Valley County,2469
G3101770,1990,Washington,177,,4,5920,,9999,2,Nebraska,31,,,,Washington County,6378
G3101790,1990,Wayne,179,,4,9999,,9999,2,Nebraska,31,,,,Wayne County,3517
G3101810,1990,Webster,181,,4,9999,,9999,2,Nebraska,31,,,,Webster County,2048
G3101830,1990,Wheeler,183,,4,9999,,9999,2,Nebraska,31,,,,Wheeler County,561
G3101850,1990,York,185,,4,9999,,9999,2,Nebraska,31,,,,York County,5861
G3200010,1990,Churchill,1,,8,9999,,9999,4,Nevada,32,,,,Churchill County,7290
G3200030,1990,Clark,3,,8,4120,,9999,4,Nevada,32,,,,Clark County,317188
G3200050,1990,Douglas,5,,8,9999,,9999,4,Nevada,32,,,,Douglas County,14121
G3200070,1990,Elko,7,,8,9999,,9999,4,Nevada,32,,,,Elko County,13461
G3200090,1990,Esmeralda,9,,8,9999,,9999,4,Nevada,32,,,,Esmeralda County,966
G3200110,1990,Eureka,11,,8,9999,,9999,4,Nevada,32,,,,Eureka County,817
G3200130,1990,Humboldt,13,,8,9999,,9999,4,Nevada,32,,,,Humboldt County,5044
G3200150,1990,Lander,15,,8,9999,,9999,4,Nevada,32,,,,Lander County,2586
G3200170,1990,Lincoln,17,,8,9999,,9999,4,Nevada,32,,,,Lincoln County,1800
G3200190,1990,Lyon,19,,8,9999,,9999,4,Nevada,32,,,,Lyon County,8722
G3200210,1990,Mineral,21,,8,9999,,9999,4,Nevada,32,,,,Mineral County,2994
G3200230,1990,Nye,23,,8,9999,,9999,4,Nevada,32,,,,Nye County,8073
G3200270,1990,Pershing,27,,8,9999,,9999,4,Nevada,32,,,,Pershing County,1908
G3200290,1990,Storey,29,,8,9999,,9999,4,Nevada,32,,,,Storey County,1085
G3200310,1990,Washoe,31,,8,6720,,9999,4,Nevada,32,,,,Washoe County,112193
G3200330,1990,White Pine,33,,8,9999,,9999,4,Nevada,32,,,,White Pine County,3982
G3205100,1990,Carson City,510,,8,9999,,9999,4,Nevada,32,,,,Carson City,16628
G3300010,1990,Belknap,1,,1,9999,,9999,1,New Hampshire,33,,,,Belknap County,30306
G3300030,1990,Carroll,3,,1,9999,,9999,1,New Hampshire,33,,,,Carroll County,32146
G3300050,1990,Cheshire,5,,1,9999,,9999,1,New Hampshire,33,,,,Cheshire County,30350
G3300070,1990,Coos,7,,1,9999,,9999,1,New Hampshire,33,,,,Coos County,18712
G3300090,1990,Grafton,9,,1,9999,,9999,1,New Hampshire,33,,,,Grafton County,42206
G3300110,1990,Hillsborough,11,,1,####,,####,1,New Hampshire,33,,,,Hillsborough County,135622
G3300130,1990,Merrimack,13,,1,####,,9999,1,New Hampshire,33,,,,Merrimack County,50870
G3300150,1990,Rockingham,15,,1,####,,####,1,New Hampshire,33,,,,Rockingham County,101773
G3300170,1990,Strafford,17,,1,####,,9999,1,New Hampshire,33,,,,Strafford County,42387
G3300190,1990,Sullivan,19,,1,9999,,9999,1,New Hampshire,33,,,,Sullivan County,19532
G3400010,1990,Atlantic,1,,2,560,,9999,1,New Jersey,34,,,,Atlantic County,106877
G3400030,1990,Bergen,3,,2,5602,,875,1,New Jersey,34,,,,Bergen County,324817
G3400050,1990,Burlington,5,,2,6162,,6160,1,New Jersey,34,,,,Burlington County,143236
G3400070,1990,Camden,7,,2,6162,,6160,1,New Jersey,34,,,,Camden County,190145
G3400090,1990,Cape May,9,,2,560,,9999,1,New Jersey,34,,,,Cape May County,85537
G3400110,1990,Cumberland,11,,2,6162,,8760,1,New Jersey,34,,,,Cumberland County,50294
G3400130,1990,Essex,13,,2,5602,,5640,1,New Jersey,34,,,,Essex County,298710
G3400150,1990,Gloucester,15,,2,6162,,6160,1,New Jersey,34,,,,Gloucester County,82459
G3400170,1990,Hudson,17,,2,5602,,3640,1,New Jersey,34,,,,Hudson County,229682
G3400190,1990,Hunterdon,19,,2,5602,,5015,1,New Jersey,34,,,,Hunterdon County,39987
G3400210,1990,Mercer,21,,2,6162,,8480,1,New Jersey,34,,,,Mercer County,123666
G3400230,1990,Middlesex,23,,2,5602,,5015,1,New Jersey,34,,,,Middlesex County,250174
G3400250,1990,Monmouth,25,,2,5602,,5190,1,New Jersey,34,,,,Monmouth County,218408
G3400270,1990,Morris,27,,2,5602,,5640,1,New Jersey,34,,,,Morris County,155745
G3400290,1990,Ocean,29,,2,5602,,5190,1,New Jersey,34,,,,Ocean County,219863
G3400310,1990,Passaic,31,,2,5602,,875,1,New Jersey,34,,,,Passaic County,162512
G3400330,1990,Salem,33,,2,6162,,9160,1,New Jersey,34,,,,Salem County,25349
G3400350,1990,Somerset,35,,2,5602,,5015,1,New Jersey,34,,,,Somerset County,92653
G3400370,1990,Sussex,37,,2,5602,,5640,1,New Jersey,34,,,,Sussex County,51574
G3400390,1990,Union,39,,2,5602,,5640,1,New Jersey,34,,,,Union County,187033
G3400410,1990,Warren,41,,2,240,,9999,1,New Jersey,34,,,,Warren County,36589
G3500010,1990,Bernalillo,1,,8,200,,9999,4,New Mexico,35,,,,Bernalillo County,201235
G3500030,1990,Catron,3,,8,9999,,9999,4,New Mexico,35,,,,Catron County,1552
G3500050,1990,Chaves,5,,8,9999,,9999,4,New Mexico,35,,,,Chaves County,23386
G3500060,1990,Cibola,6,,8,9999,,9999,4,New Mexico,35,,,,Cibola County,9692
G3500070,1990,Colfax,7,,8,9999,,9999,4,New Mexico,35,,,,Colfax County,8265
G3500090,1990,Curry,9,,8,9999,,9999,4,New Mexico,35,,,,Curry County,16906
G3500110,1990,De Baca,11,,8,9999,,9999,4,New Mexico,35,,,,DeBaca County,1329
G3500130,1990,Dona Ana,13,,8,4100,,9999,4,New Mexico,35,,,,Dona Ana County,49148
G3500150,1990,Eddy,15,,8,9999,,9999,4,New Mexico,35,,,,Eddy County,20134
G3500170,1990,Grant,17,,8,9999,,9999,4,New Mexico,35,,,,Grant County,11349
G3500190,1990,Guadalupe,19,,8,9999,,9999,4,New Mexico,35,,,,Guadalupe County,2149
G3500210,1990,Harding,21,,8,9999,,9999,4,New Mexico,35,,,,Harding County,614
G3500230,1990,Hidalgo,23,,8,9999,,9999,4,New Mexico,35,,,,Hidalgo County,2413
G3500250,1990,Lea,25,,8,9999,,9999,4,New Mexico,35,,,,Lea County,23333
G3500270,1990,Lincoln,27,,8,9999,,9999,4,New Mexico,35,,,,Lincoln County,12622
G3500280,1990,Los Alamos,28,,8,7490,,9999,4,New Mexico,35,,,,Los Alamos County,7565
G3500290,1990,Luna,29,,8,9999,,9999,4,New Mexico,35,,,,Luna County,7766
G3500310,1990,McKinley,31,,8,9999,,9999,4,New Mexico,35,,,,McKinley County,20933
G3500330,1990,Mora,33,,8,9999,,9999,4,New Mexico,35,,,,Mora County,2486
G3500350,1990,Otero,35,,8,9999,,9999,4,New Mexico,35,,,,Otero County,23177
G3500370,1990,Quay,37,,8,9999,,9999,4,New Mexico,35,,,,Quay County,5576
G3500390,1990,Rio Arriba,39,,8,9999,,9999,4,New Mexico,35,,,,Rio Arriba County,14357
G3500410,1990,Roosevelt,41,,8,9999,,9999,4,New Mexico,35,,,,Roosevelt County,6902
G3500430,1990,Sandoval,43,,8,9999,,9999,4,New Mexico,35,,,,Sandoval County,23667
G3500450,1990,San Juan,45,,8,9999,,9999,4,New Mexico,35,,,,San Juan County,34248
G3500470,1990,San Miguel,47,,8,9999,,9999,4,New Mexico,35,,,,San Miguel County,11066
G3500490,1990,Santa Fe,49,,8,7490,,9999,4,New Mexico,35,,,,Santa Fe County,41464
G3500510,1990,Sierra,51,,8,9999,,9999,4,New Mexico,35,,,,Sierra County,6457
G3500530,1990,Socorro,53,,8,9999,,9999,4,New Mexico,35,,,,Socorro County,6289
G3500550,1990,Taos,55,,8,9999,,9999,4,New Mexico,35,,,,Taos County,12020
G3500570,1990,Torrance,57,,8,9999,,9999,4,New Mexico,35,,,,Torrance County,4878
G3500590,1990,Union,59,,8,9999,,9999,4,New Mexico,35,,,,Union County,2299
G3500610,1990,Valencia,61,,8,9999,,9999,4,New Mexico,35,,,,Valencia County,16781
G3600010,1990,Albany,1,,2,160,,9999,1,New York,36,,,,Albany County,124255
G3600030,1990,Allegany,3,,2,9999,,9999,1,New York,36,,,,Allegany County,21951
G3600050,1990,Bronx,5,,2,5602,,5600,1,New York,36,,,,Bronx County,440955
G3600070,1990,Broome,7,,2,960,,9999,1,New York,36,,,,Broome County,87969
G3600090,1990,Cattaraugus,9,,2,9999,,9999,1,New York,36,,,,Cattaraugus County,36839
G3600110,1990,Cayuga,11,,2,9999,,9999,1,New York,36,,,,Cayuga County,33280
G3600130,1990,Chautauqua,13,,2,3610,,9999,1,New York,36,,,,Chautauqua County,62682
G3600150,1990,Chemung,15,,2,2335,,9999,1,New York,36,,,,Chemung County,37290
G3600170,1990,Chenango,17,,2,9999,,9999,1,New York,36,,,,Chenango County,22164
G3600190,1990,Clinton,19,,2,9999,,9999,1,New York,36,,,,Clinton County,32190
G3600210,1990,Columbia,21,,2,9999,,9999,1,New York,36,,,,Columbia County,29139
G3600230,1990,Cortland,23,,2,9999,,9999,1,New York,36,,,,Cortland County,18681
G3600250,1990,Delaware,25,,2,9999,,9999,1,New York,36,,,,Delaware County,27361
G3600270,1990,Dutchess,27,,2,6460,,9999,1,New York,36,,,,Dutchess County,97632
G3600290,1990,Erie,29,,2,1282,,1280,1,New York,36,,,,Erie County,402131
G3600310,1990,Essex,31,,2,9999,,9999,1,New York,36,,,,Essex County,21493
G3600330,1990,Franklin,33,,2,9999,,9999,1,New York,36,,,,Franklin County,21962
G3600350,1990,Fulton,35,,2,9999,,9999,1,New York,36,,,,Fulton County,26260
G3600370,1990,Genesee,37,,2,9999,,9999,1,New York,36,,,,Genesee County,22596
G3600390,1990,Greene,39,,2,160,,9999,1,New York,36,,,,Greene County,25000
G3600410,1990,Hamilton,41,,2,9999,,9999,1,New York,36,,,,Hamilton County,8234
G3600430,1990,Herkimer,43,,2,8680,,9999,1,New York,36,,,,Herkimer County,30799
G3600450,1990,Jefferson,45,,2,9999,,9999,1,New York,36,,,,Jefferson County,50519
G3600470,1990,Kings,47,,2,5602,,5600,1,New York,36,,,,Kings County,873671
G3600490,1990,Lewis,49,,2,9999,,9999,1,New York,36,,,,Lewis County,13182
G3600510,1990,Livingston,51,,2,6840,,9999,1,New York,36,,,,Livingston County,23084
G3600530,1990,Madison,53,,2,8160,,9999,1,New York,36,,,,Madison County,26641
G3600550,1990,Monroe,55,,2,6840,,9999,1,New York,36,,,,Monroe County,285524
G3600570,1990,Montgomery,57,,2,160,,9999,1,New York,36,,,,Montgomery County,21851
G3600590,1990,Nassau,59,,2,5602,,5380,1,New York,36,,,,Nassau County,446292
G3600610,1990,New York,61,,2,5602,,5600,1,New York,36,,,,New York County,785127
G3600630,1990,Niagara,63,,2,1282,,5700,1,New York,36,,,,Niagara County,90385
G3600650,1990,Oneida,65,,2,8680,,9999,1,New York,36,,,,Oneida County,101251
G3600670,1990,Onondaga,67,,2,8160,,9999,1,New York,36,,,,Onondaga County,190878
G3600690,1990,Ontario,69,,2,6840,,9999,1,New York,36,,,,Ontario County,38947
G3600710,1990,Orange,71,,2,5602,,5950,1,New York,36,,,,Orange County,110814
G3600730,1990,Orleans,73,,2,6840,,9999,1,New York,36,,,,Orleans County,16345
G3600750,1990,Oswego,75,,2,8160,,9999,1,New York,36,,,,Oswego County,48548
G3600770,1990,Otsego,77,,2,9999,,9999,1,New York,36,,,,Otsego County,26385
G3600790,1990,Putnam,79,,2,5602,,5600,1,New York,36,,,,Putnam County,31898
G3600810,1990,Queens,81,,2,5602,,5600,1,New York,36,,,,Queens County,752690
G3600830,1990,Rensselaer,83,,2,160,,9999,1,New York,36,,,,Rensselaer County,62591
G3600850,1990,Richmond,85,,2,5602,,5600,1,New York,36,,,,Richmond County,139726
G3600870,1990,Rockland,87,,2,5602,,5600,1,New York,36,,,,Rockland County,88264
G3600890,1990,St Lawrence,89,,2,9999,,9999,1,New York,36,,,,St. Lawrence County,47521
G3600910,1990,Saratoga,91,,2,160,,9999,1,New York,36,,,,Saratoga County,75105
G3600930,1990,Schenectady,93,,2,160,,9999,1,New York,36,,,,Schenectady County,62769
G3600950,1990,Schoharie,95,,2,9999,,9999,1,New York,36,,,,Schoharie County,14431
G3600970,1990,Schuyler,97,,2,9999,,9999,1,New York,36,,,,Schuyler County,8472
G3600990,1990,Seneca,99,,2,9999,,9999,1,New York,36,,,,Seneca County,14314
G3601010,1990,Steuben,101,,2,9999,,9999,1,New York,36,,,,Steuben County,43019
G3601030,1990,Suffolk,103,,2,5602,,5380,1,New York,36,,,,Suffolk County,481317
G3601050,1990,Sullivan,105,,2,9999,,9999,1,New York,36,,,,Sullivan County,41814
G3601070,1990,Tioga,107,,2,960,,9999,1,New York,36,,,,Tioga County,20254
G3601090,1990,Tompkins,109,,2,9999,,9999,1,New York,36,,,,Tompkins County,35338
G3601110,1990,Ulster,111,,2,9999,,9999,1,New York,36,,,,Ulster County,71716
G3601130,1990,Warren,113,,2,2975,,9999,1,New York,36,,,,Warren County,31737
G3601150,1990,Washington,115,,2,2975,,9999,1,New York,36,,,,Washington County,24216
G3601170,1990,Wayne,117,,2,6840,,9999,1,New York,36,,,,Wayne County,35188
G3601190,1990,Westchester,119,,2,5602,,5600,1,New York,36,,,,Westchester County,336727
G3601210,1990,Wyoming,121,,2,9999,,9999,1,New York,36,,,,Wyoming County,15848
G3601230,1990,Yates,123,,2,9999,,9999,1,New York,36,,,,Yates County,11629
G3700010,1990,Alamance,1,,5,1300,,9999,3,North Carolina,37,,,,Alamance County,45312
G3700030,1990,Alexander,3,,5,3290,,9999,3,North Carolina,37,,,,Alexander County,11197
G3700050,1990,Alleghany,5,,5,9999,,9999,3,North Carolina,37,,,,Alleghany County,5344
G3700070,1990,Anson,7,,5,9999,,9999,3,North Carolina,37,,,,Anson County,9255
G3700090,1990,Ashe,9,,5,9999,,9999,3,North Carolina,37,,,,Ashe County,11119
G3700110,1990,Avery,11,,5,9999,,9999,3,North Carolina,37,,,,Avery County,8923
G3700130,1990,Beaufort,13,,5,9999,,9999,3,North Carolina,37,,,,Beaufort County,19598
G3700150,1990,Bertie,15,,5,9999,,9999,3,North Carolina,37,,,,Bertie County,8331
G3700170,1990,Bladen,17,,5,9999,,9999,3,North Carolina,37,,,,Bladen County,12685
G3700190,1990,Brunswick,19,,5,9999,,9999,3,North Carolina,37,,,,Brunswick County,37114
G3700210,1990,Buncombe,21,,5,480,,9999,3,North Carolina,37,,,,Buncombe County,77951
G3700230,1990,Burke,23,,5,3290,,9999,3,North Carolina,37,,,,Burke County,31575
G3700250,1990,Cabarrus,25,,5,1520,,9999,3,North Carolina,37,,,,Cabarrus County,39713
G3700270,1990,Caldwell,27,,5,9999,,9999,3,North Carolina,37,,,,Caldwell County,29454
G3700290,1990,Camden,29,,5,9999,,9999,3,North Carolina,37,,,,Camden County,2466
G3700310,1990,Carteret,31,,5,9999,,9999,3,North Carolina,37,,,,Carteret County,34576
G3700330,1990,Caswell,33,,5,9999,,9999,3,North Carolina,37,,,,Caswell County,8254
G3700350,1990,Catawba,35,,5,3290,,9999,3,North Carolina,37,,,,Catawba County,49192
G3700370,1990,Chatham,37,,5,9999,,9999,3,North Carolina,37,,,,Chatham County,16642
G3700390,1990,Cherokee,39,,5,9999,,9999,3,North Carolina,37,,,,Cherokee County,10319
G3700410,1990,Chowan,41,,5,9999,,9999,3,North Carolina,37,,,,Chowan County,5910
G3700430,1990,Clay,43,,5,9999,,9999,3,North Carolina,37,,,,Clay County,4158
G3700450,1990,Cleveland,45,,5,9999,,9999,3,North Carolina,37,,,,Cleveland County,34232
G3700470,1990,Columbus,47,,5,9999,,9999,3,North Carolina,37,,,,Columbus County,20513
G3700490,1990,Craven,49,,5,9999,,9999,3,North Carolina,37,,,,Craven County,32293
G3700510,1990,Cumberland,51,,5,2560,,9999,3,North Carolina,37,,,,Cumberland County,98360
G3700530,1990,Currituck,53,,5,9999,,9999,3,North Carolina,37,,,,Currituck County,7367
G3700550,1990,Dare,55,,5,9999,,9999,3,North Carolina,37,,,,Dare County,21567
G3700570,1990,Davidson,57,,5,3120,,9999,3,North Carolina,37,,,,Davidson County,53266
G3700590,1990,Davie,59,,5,3120,,9999,3,North Carolina,37,,,,Davie County,11496
G3700610,1990,Duplin,61,,5,9999,,9999,3,North Carolina,37,,,,Duplin County,16395
G3700630,1990,Durham,63,,5,6640,,9999,3,North Carolina,37,,,,Durham County,77710
G3700650,1990,Edgecombe,65,,5,9999,,9999,3,North Carolina,37,,,,Edgecombe County,21827
G3700670,1990,Forsyth,67,,5,3120,,9999,3,North Carolina,37,,,,Forsyth County,115715
G3700690,1990,Franklin,69,,5,6640,,9999,3,North Carolina,37,,,,Franklin County,14957
G3700710,1990,Gaston,71,,5,1520,,9999,3,North Carolina,37,,,,Gaston County,69133
G3700730,1990,Gates,73,,5,9999,,9999,3,North Carolina,37,,,,Gates County,3696
G3700750,1990,Graham,75,,5,9999,,9999,3,North Carolina,37,,,,Graham County,4132
G3700770,1990,Granville,77,,5,9999,,9999,3,North Carolina,37,,,,Granville County,14164
G3700790,1990,Greene,79,,5,9999,,9999,3,North Carolina,37,,,,Greene County,5944
